funzione	header	riga	deprecated	firma
cvxCrvInqMultiContinuity	zwapi_math_nurbscurve.h	313		ZW_API_C evxErrors cvxCrvInqMultiContinuity(int cnt, const int *curves, const svxCrvContinuityTolList *tols, int *cntContinuity, svxCrvContinuityData **data);
cvxCrvIsLine	zwapi_math_nurbscurve.h	179		ZW_API_C int cvxCrvIsLine(int idCurve);
cvxCrvLen	zwapi_math_nurbscurve.h	570		ZW_API_C evxErrors cvxCrvLen(int idCurve, double *Len);
cvxCrvLen2	zwapi_math_nurbscurve.h	591		ZW_API_C evxErrors cvxCrvLen2(int idCurve, double T1, double T2, double *Length);
cvxCrvMinMaxRad	zwapi_math_nurbscurve.h	227		ZW_API_C evxErrors cvxCrvMinMaxRad(int idCurve, double *minRad, double *maxRad, int *isFlat);
cvxCrvParam	zwapi_math_nurbscurve.h	202		ZW_API_C evxErrors cvxCrvParam(int idCurve, svxLimit *T);
cvxCrvPlaneParallelChk	zwapi_math.h	100		ZW_API_C evxErrors cvxCrvPlaneParallelChk(const svxPoint *plnPnt, const svxVector *plnNormal, const svxCurve *Crv, double tol, int *isParallel, double *Distance);
cvxCrvPntProj	zwapi_math_nurbscurve.h	410		ZW_API_C evxErrors cvxCrvPntProj(int idCurve, svxPoint *Pnt, double *T, svxPoint *ProjPnt);
cvxCrvTransform	zwapi_math_matrix.h	463	SI	ZW_API_C void cvxCrvTransform(svxMatrix *Mat, svxCurve *Crv);
cvxCursorRestore	zwapi_ui_guiset.h	203		ZW_API_C void cvxCursorRestore(void);
cvxCursorSet	zwapi_ui_guiset.h	194		ZW_API_C void cvxCursorSet(evxCursorType Type);
cvxCurveFree	zwapi_part_objs.h	145	SI	ZW_API_C void cvxCurveFree(svxCurve *Crv);
cvxCustomViewActivate	zwapi_view.h	258		ZW_API_C evxErrors cvxCustomViewActivate(int idView);
cvxCustomViewAdd	zwapi_view.h	235		ZW_API_C evxErrors cvxCustomViewAdd(char *Name, int LyrVis, int ObjVis, int *idView);
cvxCustomViewDel	zwapi_view.h	279		ZW_API_C evxErrors cvxCustomViewDel(int idView);
cvxCustomViewId	zwapi_view.h	298		ZW_API_C evxErrors cvxCustomViewId(vxName Name, int *idView);
cvxCustomViewListGet	zwapi_view.h	318		ZW_API_C evxErrors cvxCustomViewListGet(int *count, int **customViewList);
cvxDataClear	zwapi_cmd_paramdefine_param.h	917		ZW_API_C evxErrors cvxDataClear(int idData, int idField);
cvxDataDel	zwapi_cmd_paramdefine_param.h	934		ZW_API_C evxErrors cvxDataDel(int idData, int idField);
cvxDataDelItem	zwapi_cmd_paramdefine_param.h	953		ZW_API_C evxErrors cvxDataDelItem(int idData, int idField, int iEnt);
cvxDataDelUnHi	zwapi_cmd_paramdefine_param.h	970		ZW_API_C evxErrors cvxDataDelUnHi(int idData, int idField);
cvxDataFree	zwapi_cmd_paramdefine_param.h	986		ZW_API_C evxErrors cvxDataFree(int idData);
cvxDataGet	zwapi_cmd_paramdefine_param.h	446		ZW_API_C evxErrors cvxDataGet(int idData, int idField, svxData *Data);
cvxDataGetAll	zwapi_cmd_paramdefine_param.h	882		ZW_API_C evxErrors cvxDataGetAll(int idData, int *numFld, svxFldData **fldData);
cvxDataGetColor	zwapi_cmd_paramdefine_param.h	466		ZW_API_C evxErrors cvxDataGetColor(int idData, int idField, svxColor *Color);
cvxDataGetEnt	zwapi_cmd_paramdefine_param.h	488		ZW_API_C evxErrors cvxDataGetEnt(int idData, int idField, int *idEntity, int *idParent);
cvxDataGetEnts	zwapi_cmd_paramdefine_param.h	512		ZW_API_C evxErrors cvxDataGetEnts(int idData, int idField, int *Count, int **idEnts);
cvxDataGetItemData	zwapi_cmd_paramdefine_param.h	854		ZW_API_C evxErrors cvxDataGetItemData(int Item, svxData *Data);
cvxDataGetItemList	zwapi_cmd_paramdefine_param.h	836		ZW_API_C evxErrors cvxDataGetItemList(int idData, int idField, int *Count, int **idItems);
cvxDataGetList	zwapi_cmd_paramdefine_param.h	541		ZW_API_C evxErrors cvxDataGetList(int idData, int idField, int *Count, svxData **Data);
cvxDataGetMatrix	zwapi_cmd_paramdefine_param.h	811		ZW_API_C evxErrors cvxDataGetMatrix(int idData, int idField, svxMatrix *Matrix);
cvxDataGetNum	zwapi_cmd_paramdefine_param.h	560		ZW_API_C evxErrors cvxDataGetNum(int idData, int idField, double *Number);
cvxDataGetOpt	zwapi_cmd_paramdefine_param.h	577		ZW_API_C int cvxDataGetOpt(int idData, int idField);
cvxDataGetPath	zwapi_cmd_paramdefine_param.h	614		ZW_API_C int cvxDataGetPath(int idData, int idField, int *FirstEnt, svxEntPath *Ent);
cvxDataGetPaths	zwapi_cmd_paramdefine_param.h	638		ZW_API_C evxErrors cvxDataGetPaths(int idData, int idField, int *count, svxEntPath **paths);
cvxDataGetPnt	zwapi_cmd_paramdefine_param.h	657		ZW_API_C evxErrors cvxDataGetPnt(int idData, int idField, svxPoint *Pnt);
cvxDataGetPntOnEnt	zwapi_cmd_paramdefine_param.h	704		ZW_API_C evxErrors cvxDataGetPntOnEnt(int idData, int idField, svxPoint *pnt, svxEntPath *path);
cvxDataGetPnts	zwapi_cmd_paramdefine_param.h	682		ZW_API_C evxErrors cvxDataGetPnts(int idData, int idField, int *Count, svxPoint **Pnts);
cvxDataGetPntsOnEnts	zwapi_cmd_paramdefine_param.h	731		ZW_API_C evxErrors cvxDataGetPntsOnEnts(int idData, int idField, int *count, svxPoint **pnts, svxEntPath **paths);
cvxDataGetPromote	zwapi_cmd_paramdefine_param.h	756		ZW_API_C evxErrors cvxDataGetPromote(int idData, int idField, int *Promote);
cvxDataGetText	zwapi_cmd_paramdefine_param.h	791		ZW_API_C evxErrors cvxDataGetText(int idData, int idField, int NumBytes, char *Text);
cvxDataGrpRem	zwapi_cmd_paramdefine_param.h	1005		ZW_API_C evxErrors cvxDataGrpRem(int idData, int idField, int idItem);
cvxDataInit	zwapi_cmd_paramdefine_param.h	44		ZW_API_C evxErrors cvxDataInit(const vxName Template, int *idData);
cvxDataInqActive	zwapi_cmd_paramdefine_param.h	1024		ZW_API_C evxErrors cvxDataInqActive(int *idData);
cvxDataInqParent	zwapi_cmd_paramdefine_param.h	1040		ZW_API_C evxErrors cvxDataInqParent(int *idData);
cvxDataName	zwapi_cmd_paramdefine_param.h	1055		ZW_API_C char *cvxDataName(int idData);
cvxDataSet	zwapi_cmd_paramdefine_param.h	87		ZW_API_C evxErrors cvxDataSet(int idData, int idField, svxData *Data);
cvxDataSetColor	zwapi_cmd_paramdefine_param.h	107		ZW_API_C evxErrors cvxDataSetColor(int idData, int idField, svxColor *Color);
cvxDataSetDirOnEntPath	zwapi_cmd_paramdefine_param.h	346		ZW_API_C evxErrors cvxDataSetDirOnEntPath(int idData, int idField, const svxDirOnEntPath *dirData);
cvxDataSetMatrix	zwapi_cmd_paramdefine_param.h	364		ZW_API_C evxErrors cvxDataSetMatrix(int idData, int idField, const svxMatrix *mat);
cvxDataSetPath	zwapi_cmd_paramdefine_param.h	125		ZW_API_C evxErrors cvxDataSetPath(int idData, int idField, svxEntPath *Ent);
cvxDataSetPntByPath	zwapi_cmd_paramdefine_param.h	249		ZW_API_C evxErrors cvxDataSetPntByPath(int idData, int idField, svxEntPath *entPath, svxPoint *pnt);
cvxDataSetPntOnCrv	zwapi_cmd_paramdefine_param.h	176		ZW_API_C evxErrors cvxDataSetPntOnCrv(int idData, int idField, int idCrv, svxPoint *Pnt);
cvxDataSetPntOnCrvPath	zwapi_cmd_paramdefine_param.h	277		ZW_API_C evxErrors cvxDataSetPntOnCrvPath(int idData, int idField, int critPnt, const svxEntPath *crvPath, const svxPoint *pnt);
cvxDataSetPntOnEnt	zwapi_cmd_paramdefine_param.h	300		ZW_API_C evxErrors cvxDataSetPntOnEnt(int idData, int idField, const svxPntOnEnt *pntData);
cvxDataSetPntOnEntPath	zwapi_cmd_paramdefine_param.h	323		ZW_API_C evxErrors cvxDataSetPntOnEntPath(int idData, int idField, const svxPntOnEntPath *pntData);
cvxDataSetPntOnFace	zwapi_cmd_paramdefine_param.h	197		ZW_API_C evxErrors cvxDataSetPntOnFace(int idData, int idField, int idComp, int idFace);
cvxDataSetPntOnFace2	zwapi_cmd_paramdefine_param.h	219		ZW_API_C evxErrors cvxDataSetPntOnFace2(int idData, int idField, int idFace, svxPoint *Pnt);
cvxDataSetPromote	zwapi_cmd_paramdefine_param.h	151		ZW_API_C evxErrors cvxDataSetPromote(int idData, int idField, int Promote);
cvxDataToFeature	zwapi_cmd_paramdefine_param.h	403		ZW_API_C evxErrors cvxDataToFeature(int idData, int idFeature, int ExcludeRegen);
cvxDataXXX	zwapi_part_history.h	286		after it is done querying "idData" with the cvxDataXXX() functions.
cvxDataZero	zwapi_cmd_paramdefine_param.h	60		ZW_API_C void cvxDataZero(svxData *Data);
cvxDatumDispAttrGet	zwapi_display.h	673		ZW_API_C evxErrors cvxDatumDispAttrGet(int idDatum, svxWireAt *DispAt);
cvxDatumDispAttrSet	zwapi_display.h	692		ZW_API_C evxErrors cvxDatumDispAttrSet(int idDatum, const svxWireAt *DispAt);
cvxDatumDispModeGet	zwapi_display.h	653		ZW_API_C evxErrors cvxDatumDispModeGet(int idDatum, evxDatumDispMode *DispMode);
cvxDatumDispModeSet	zwapi_display.h	634		ZW_API_C void cvxDatumDispModeSet(int idDatum, evxDatumDispMode DispMode);
cvxDatumLocalVis	zwapi_display.h	618		ZW_API_C void cvxDatumLocalVis(int iVisible);
cvxDimAtGetBySub	zwapi_dim.h	493		ZW_API_C evxErrors cvxDimAtGetBySub(int idDim, int subDim, svxDimAttr *dmAttr);
cvxDimDispAtGet	zwapi_dim.h	513		ZW_API_C evxErrors cvxDimDispAtGet(int idDim, svxDimDispAttr *dispAttr);
cvxDimDispAtSet	zwapi_dim.h	533		ZW_API_C evxErrors cvxDimDispAtSet(int idDim, const svxDimDispAttr *dispAttr);
cvxDimFCSDataGet	zwapi_dim.h	158		ZW_API_C evxErrors cvxDimFCSDataGet(int idFCS, int *numOfFcs, svxFCSData **FcsData, vxLongName Note1, vxLongName Note2);
cvxDimInqDimBundles	zwapi_dim.h	134		ZW_API_C evxErrors cvxDimInqDimBundles(int idDim, int *Count, int **idBundles);
cvxDimInqDimLines	zwapi_dim.h	431		ZW_API_C evxErrors cvxDimInqDimLines(int idDim, int *count, svxCurve **DimCrvs);
cvxDimInqDimPnts	zwapi_dim.h	398		ZW_API_C evxErrors cvxDimInqDimPnts(int idDim, int *count, svxPoint **DimPnts);
cvxDimInqExtLines	zwapi_dim.h	460		ZW_API_C evxErrors cvxDimInqExtLines(int idDim, int *count, svxCurve **DimCrvs);
cvxDimInqPos	zwapi_dim.h	375		ZW_API_C evxErrors cvxDimInqPos(int idDim, svxPoint *pPos);
cvxDimInqState	zwapi_dim.h	111		ZW_API_C evxErrors cvxDimInqState(int idDim, evxDimState *state);
cvxDimInqText	zwapi_dim.h	253		ZW_API_C evxErrors cvxDimInqText(int idDim, int subDim, char **pStr);
cvxDimInqTextType	zwapi_dim.h	290		ZW_API_C evxErrors cvxDimInqTextType(int idDim, int *Type);
cvxDimInqTxtPnt	zwapi_dim.h	331		ZW_API_C evxErrors cvxDimInqTxtPnt(int idDim, svxPoint *TextPnt);
cvxDimInqType	zwapi_dim.h	54		ZW_API_C evxErrors cvxDimInqType(int idDim, evxDimType *type);
cvxDimInqTypeEx	zwapi_dim.h	74		ZW_API_C evxErrors cvxDimInqTypeEx(int idDim, evxDimTypeEx *typeEx);
cvxDimInqVar	zwapi_dim.h	183		ZW_API_C evxErrors cvxDimInqVar(int idDim, svxVariable *Var);
cvxDimIsRadius	zwapi_dim.h	92		ZW_API_C evxErrors cvxDimIsRadius(int idDim, int *isRadius);
cvxDimLineAtGet	zwapi_dim.h	593		ZW_API_C evxErrors cvxDimLineAtGet(int idDim, svxDimLineAttr *lineAttr);
cvxDimLineAtSet	zwapi_dim.h	613		ZW_API_C evxErrors cvxDimLineAtSet(int idDim, const svxDimLineAttr *lineAttr);
cvxDimMiscAtGet	zwapi_dim.h	633		ZW_API_C evxErrors cvxDimMiscAtGet(int idDim, svxDimMiscAttr *miscAttr);
cvxDimMiscAtSet	zwapi_dim.h	653		ZW_API_C evxErrors cvxDimMiscAtSet(int idDim, const svxDimMiscAttr *miscAttr);
cvxDimModTextType	zwapi_dim.h	311		ZW_API_C evxErrors cvxDimModTextType(int idDim, int Type, char *text);
cvxDimModTxt	zwapi_dim.h	272		ZW_API_C evxErrors cvxDimModTxt(int idDim, int subDim, char *pStr);
cvxDimModTxtPnt	zwapi_dim.h	353		ZW_API_C evxErrors cvxDimModTxtPnt(int idDim, int center, svxPoint *TextPnt);
cvxDimTextAtGet	zwapi_dim.h	673		ZW_API_C evxErrors cvxDimTextAtGet(int idDim, svxDimTextAttr *textAttr);
cvxDimTextAtSet	zwapi_dim.h	693		ZW_API_C evxErrors cvxDimTextAtSet(int idDim, const svxDimTextAttr *textAttr);
cvxDimTolAtGet	zwapi_dim.h	553		ZW_API_C evxErrors cvxDimTolAtGet(int idDim, svxDimTolAttr *tolAttr);
cvxDimTolAtSet	zwapi_dim.h	573		ZW_API_C evxErrors cvxDimTolAtSet(int idDim, const svxDimTolAttr *tolAttr);
cvxDimValMod	zwapi_dim.h	206		ZW_API_C evxErrors cvxDimValMod(int idDim, char *exp);
cvxDimValModNoUpdate	zwapi_dim.h	227		ZW_API_C evxErrors cvxDimValModNoUpdate(int idDim, char *exp);
cvxDispColorGet	zwapi_display.h	276		ZW_API_C void cvxDispColorGet(evxDispAttrib Type, evxColor *Color);
cvxDispColorSet	zwapi_display.h	292		ZW_API_C void cvxDispColorSet(evxDispAttrib Type, evxColor Color);
cvxDispDataUpdate	zwapi_display.h	185		ZW_API_C void cvxDispDataUpdate(void);
cvxDispGetLights	zwapi_display.h	471		ZW_API_C evxErrors cvxDispGetLights(int *Count, svxLight **Lights);
cvxDispModeGet	zwapi_display.h	198		ZW_API_C void cvxDispModeGet(evxDispMode *Mode);
cvxDispModeSet	zwapi_display.h	211		ZW_API_C void cvxDispModeSet(evxDispMode Mode);
cvxDispRedraw	zwapi_display.h	175		ZW_API_C void cvxDispRedraw(void);
cvxDispRgbGet	zwapi_display.h	229		ZW_API_C void cvxDispRgbGet(evxDispAttrib Type, svxColor *Rgb);
cvxDispRgbSet	zwapi_display.h	254		ZW_API_C void cvxDispRgbSet(evxDispAttrib Type, const svxColor *Rgb);
cvxDispSceneUpdate	zwapi_display.h	415		ZW_API_C evxErrors cvxDispSceneUpdate();
cvxDispSetLights	zwapi_display.h	513		ZW_API_C evxErrors cvxDispSetLights(int Count, svxLight *Lights);
cvxDispSetLightsInit	zwapi_display.h	490		ZW_API_C evxErrors cvxDispSetLightsInit(svxLight *data);
cvxDispState	zwapi_display.h	356		ZW_API_C void cvxDispState(int Option, vxDispState State);
cvxDispSwitch	zwapi_display.h	316		ZW_API_C void cvxDispSwitch(evxDispItem Item, int isOn);
cvxDispSwitchGet	zwapi_display.h	333		ZW_API_C void cvxDispSwitchGet(evxDispItem Item, int *isOn);
cvxDispWindowRectGet	zwapi_display.h	434		ZW_API_C evxErrors cvxDispWindowRectGet(const int includeFrame, const int isGlobal, int *x, int *y, int *w, int *h);
cvxDispZoomAll	zwapi_display.h	553		ZW_API_C void cvxDispZoomAll(int Redraw);
cvxDispZoomAllIncludeDim	zwapi_display.h	562		ZW_API_C void cvxDispZoomAllIncludeDim(int Redraw);
cvxDispZoomAt	zwapi_display.h	572		ZW_API_C void cvxDispZoomAt(const svxPoint point, const float factor);
cvxDispZoomIn	zwapi_display.h	605		ZW_API_C evxErrors cvxDispZoomIn(int ZoomIn, const svxPoint2f StartPoint, const svxPoint2f EndPoint);
cvxDispZoomLimits	zwapi_display.h	584		ZW_API_C evxErrors cvxDispZoomLimits(void);
cvxDwgActivate	zwapi_dwg_drawing.h	258		ZW_API_C evxErrors cvxDwgActivate(vxLongName drawingName);
cvxDwgAlignmentGet	zwapi_dwg_view.h	455		ZW_API_C evxErrors cvxDwgAlignmentGet(int idView, int *align);
cvxDwgAngDimAdd	zwapi_cmd_dwg_dimension.h	323		ZW_API_C evxErrors cvxDwgAngDimAdd(const svxDwgAngDimData *angDimData, int *idDim);
cvxDwgArcDimAdd	zwapi_cmd_dwg_dimension.h	371		ZW_API_C evxErrors cvxDwgArcDimAdd(const svxDwgArcDimData *arcDimData, int *idDim);
cvxDwgAtGet	zwapi_dwg_attribute.h	43		ZW_API_C evxErrors cvxDwgAtGet(int idDrawing, svxDrawingAt *drawingAt);
cvxDwgAtItemGet	zwapi_dwg_attribute.h	90		ZW_API_C evxErrors cvxDwgAtItemGet(evxAtItemId itemId, svxAttribute *At);
cvxDwgAtSet	zwapi_dwg_attribute.h	63		ZW_API_C evxErrors cvxDwgAtSet(int idDrawing, svxDrawingAt *drawingAt);
cvxDwgAutoBlnAdd	zwapi_cmd_dwg_dimension.h	562		ZW_API_C evxErrors cvxDwgAutoBlnAdd(const svxDwgAtBlnData *atBlnInfo, int *idDimCount, int **idDimList);
cvxDwgAutoBlnAddInit	zwapi_cmd_dwg_dimension.h	533		ZW_API_C evxErrors cvxDwgAutoBlnAddInit(svxDwgAtBlnData *data);
cvxDwgAutoDimAdd	zwapi_cmd_dwg_dimension.h	52		ZW_API_C evxErrors cvxDwgAutoDimAdd(const svxDimAuto *pDimData, int *idDim);
cvxDwgAutoDimAddInit	zwapi_cmd_dwg_dimension.h	71		ZW_API_C evxErrors cvxDwgAutoDimAddInit(svxDimAuto *data);
cvxDwgBalloonDimAdd	zwapi_cmd_dwg_dimension.h	511		ZW_API_C evxErrors cvxDwgBalloonDimAdd(const svxDwgBalloonDim *pData, int *idDim);
cvxDwgBalloonTextGet	zwapi_cmd_dwg_dimension.h	1198		ZW_API_C evxErrors cvxDwgBalloonTextGet(int idBalloon, char *text, int nbytes);
cvxDwgBalloonTextSet	zwapi_cmd_dwg_dimension.h	1178		ZW_API_C evxErrors cvxDwgBalloonTextSet(int idBalloon, evxDwgBalloonTextCondition condition, evxDwgBalloonTextSubCondition subCondition, const char *text);
cvxDwgBaseLineDimAdd	zwapi_cmd_dwg_dimension.h	133		ZW_API_C evxErrors cvxDwgBaseLineDimAdd(const svxDwgLineGrpDim *pData, int *idDim);
cvxDwgBrkLineAtGet	zwapi_dwg_view.h	525		ZW_API_C evxErrors cvxDwgBrkLineAtGet(int brkLnViewId, svxDwgBrkLineAt *brkLnAt);
cvxDwgBrkLineAtSet	zwapi_dwg_view.h	502		ZW_API_C evxErrors cvxDwgBrkLineAtSet(int brkLnViewId, const svxDwgBrkLineAt *brkLnAt);
cvxDwgCenMarkCirDimAdd	zwapi_cmd_dwg_dimension.h	810		ZW_API_C evxErrors cvxDwgCenMarkCirDimAdd(const svxCenMarkCirDimData *cmcDimData, int *idDim);
cvxDwgCenMarkCirDimAddInit	zwapi_cmd_dwg_dimension.h	783		ZW_API_C evxErrors cvxDwgCenMarkCirDimAddInit(svxCenMarkCirDimData *data);
cvxDwgCenterLineDimAdd	zwapi_cmd_dwg_dimension.h	870		ZW_API_C evxErrors cvxDwgCenterLineDimAdd(const svxCenterLine *pzCenterLine, int *idDim);
cvxDwgCenterLineDimAddInit	zwapi_cmd_dwg_dimension.h	832		ZW_API_C evxErrors cvxDwgCenterLineDimAddInit(svxCenterLine *data);
cvxDwgCenterMarkDimAdd	zwapi_cmd_dwg_dimension.h	764		ZW_API_C evxErrors cvxDwgCenterMarkDimAdd(const svxCenterMark *pzCenterMark, int *idDim);
cvxDwgCenterMarkDimAddInit	zwapi_cmd_dwg_dimension.h	728		ZW_API_C evxErrors cvxDwgCenterMarkDimAddInit(svxCenterMark *data);
cvxDwgContinuousDimAdd	zwapi_cmd_dwg_dimension.h	164		ZW_API_C evxErrors cvxDwgContinuousDimAdd(const svxDwgLineGrpDim *pData, int *idDim);
cvxDwgCrossHatch	zwapi_cmd_dwg_drawing.h	101		ZW_API_C evxErrors cvxDwgCrossHatch(int countEnts, int *idEnts, int countPnts, svxPoint2 *insides, int isSplit, svxHatchAttr *hatch, int *idEnt);
cvxDwgCrossHatchInit	zwapi_cmd_dwg_drawing.h	69		ZW_API_C evxErrors cvxDwgCrossHatchInit(svxHatchAttr *data);
cvxDwgDatumDimAdd	zwapi_cmd_dwg_dimension.h	656		ZW_API_C evxErrors cvxDwgDatumDimAdd(const svxDatumDimData *datumData, int *idDim);
cvxDwgDatumTargDimAdd	zwapi_cmd_dwg_dimension.h	703		ZW_API_C evxErrors cvxDwgDatumTargDimAdd(const svxDatumTargDimData *datumTData, int *idDim);
cvxDwgDatumTargDimAddInit	zwapi_cmd_dwg_dimension.h	675		ZW_API_C evxErrors cvxDwgDatumTargDimAddInit(svxDatumTargDimData *data);
cvxDwgDimAtGet	zwapi_dwg_dim.h	240		ZW_API_C evxErrors cvxDwgDimAtGet(int idDim, svxDimAttr *dmAttr);
cvxDwgDimAtSet	zwapi_dwg_dim.h	264		ZW_API_C evxErrors cvxDwgDimAtSet(int idDim, svxDimAttr *dmAttr);
cvxDwgEntMoveAlongDirection	zwapi_cmd_dwg_drawing.h	203		ZW_API_C evxErrors cvxDwgEntMoveAlongDirection(int idEnt, svxVector2 *Direction, double Distance, svxPoint2 *BasePoint, double angle, double scale);
cvxDwgEntMovePntToPnt	zwapi_cmd_dwg_drawing.h	174		ZW_API_C evxErrors cvxDwgEntMovePntToPnt(int idEnt, svxPoint2 *Start, svxPoint2 *End, evxDrawingMoveDirType type, double angle, double scale);
cvxDwgFind	zwapi_dwg_drawing.h	173		ZW_API_C evxErrors cvxDwgFind(const vxRootName rootName, const vxLongName drawingName, int *idDrawing);
cvxDwgFtrCtrlDimAdd	zwapi_cmd_dwg_dimension.h	632		ZW_API_C evxErrors cvxDwgFtrCtrlDimAdd(const svxDwgFtrCtrl *pData, int *idDim);
cvxDwgGeomGetView	zwapi_dwg_geometry.h	230		ZW_API_C evxErrors cvxDwgGeomGetView(int idGeom, int *idView);
cvxDwgGetDimTextBox	zwapi_dwg_dim.h	122		ZW_API_C evxErrors cvxDwgGetDimTextBox(int idDim, double *tbWid, double *tbHgt, double *chSlp, svxPoint2 *txtPt);
cvxDwgGetTableSize	zwapi_dwg_table.h	144		ZW_API_C evxErrors cvxDwgGetTableSize(int iTblIdx, int *pRowNum, int *pColNum);
cvxDwgHatchAssoCrvsGet	zwapi_dwg_geometry.h	141		ZW_API_C evxErrors cvxDwgHatchAssoCrvsGet(int idHatch, int *count, int **AssocCrvs);
cvxDwgHatchAttrSet	zwapi_dwg_geometry.h	117		ZW_API_C evxErrors cvxDwgHatchAttrSet(int idHatch, svxHatchAttr HatchAttr);
cvxDwgHoleCallOutDimAdd	zwapi_cmd_dwg_dimension.h	423		ZW_API_C evxErrors cvxDwgHoleCallOutDimAdd(const svxDwgHoleCallOutDim *pData, int *numDim, int **idDims);
cvxDwgHoleCallOutDimAddInit	zwapi_cmd_dwg_dimension.h	406	SI	Interface cvxDwgHoleCallOutDimAddInit() can initialize variables of this function.
cvxDwgHoleCallOutDimAddinit	zwapi_cmd_dwg_dimension.h	393		ZW_API_C evxErrors cvxDwgHoleCallOutDimAddinit(svxDwgHoleCallOutDim *data);
cvxDwgHoleMark	zwapi_cmd_dwg_dimension.h	1153		ZW_API_C evxErrors cvxDwgHoleMark(const svxDwgHoleMark *data);
cvxDwgHoleMarkInit	zwapi_cmd_dwg_dimension.h	1126		ZW_API_C evxErrors cvxDwgHoleMarkInit(evxDwgHoleMarkType type, svxDwgHoleMark *data);
cvxDwgInqActive	zwapi_dwg_drawing.h	275		ZW_API_C evxErrors cvxDwgInqActive(char *drawingName, int nBytes);
cvxDwgInqBorderTitle	zwapi_dwg_drawing.h	193		ZW_API_C evxErrors cvxDwgInqBorderTitle(int idDrawing, int *idBorder, int *idBorderSkt, int *idTitle, int *idTitleSkt);
cvxDwgInqBundleDataByDim	zwapi_dwg_dim.h	217		ZW_API_C evxErrors cvxDwgInqBundleDataByDim(int idDim, int *count, svxDwgBundleDimData **data);
cvxDwgInqDimByDrawing	zwapi_dwg_dim.h	194		ZW_API_C evxErrors cvxDwgInqDimByDrawing(int idDrawing, int *count, int **idDims);
cvxDwgInqDimByView	zwapi_dwg_dim.h	158		ZW_API_C evxErrors cvxDwgInqDimByView(int idView, int *count, int **idDims);
cvxDwgInqDimEnts	zwapi_dwg_dim.h	79		ZW_API_C evxErrors cvxDwgInqDimEnts(int idDim, int *count, int **idEnts);
cvxDwgInqDimGripPnts	zwapi_dwg_dim.h	101		ZW_API_C evxErrors cvxDwgInqDimGripPnts(int idDim, int *Num, svxPoint **Pnts);
cvxDwgInqDims	zwapi_dwg_dim.h	55		ZW_API_C evxErrors cvxDwgInqDims(int idDrawing, evxDimType *dimTypeList, int dimTypeCount, int *count, int **dims);
cvxDwgInqGeom	zwapi_dwg_geometry.h	49		ZW_API_C evxErrors cvxDwgInqGeom(int idDrawing, int *count, int **idEnts);
cvxDwgInqHatchAttr	zwapi_dwg_geometry.h	95		ZW_API_C evxErrors cvxDwgInqHatchAttr(int idHatch, svxHatchAttr *HatchAttr);
cvxDwgInqHatchIdByDrawing	zwapi_dwg_geometry.h	189		ZW_API_C evxErrors cvxDwgInqHatchIdByDrawing(int idDrawing, int *count, int **idHatchs);
cvxDwgInqHatchIdByView	zwapi_dwg_geometry.h	165		ZW_API_C evxErrors cvxDwgInqHatchIdByView(int idView, int *count, int **idHatchs);
cvxDwgInqList	zwapi_dwg_drawing.h	133		ZW_API_C evxErrors cvxDwgInqList(int idRoot, int *count, int **idDrawings);
cvxDwgInqName	zwapi_dwg_drawing.h	153		ZW_API_C evxErrors cvxDwgInqName(int idDrawing, char *drawingName, int nBytes);
cvxDwgInqPart	zwapi_dwg_drawing.h	212		ZW_API_C evxErrors cvxDwgInqPart(char *rootName, int *iCount, svxCompName **partList);
cvxDwgInqSymEnts	zwapi_dwg_symbol.h	114		ZW_API_C evxErrors cvxDwgInqSymEnts(int idSym, int *Count, int **idEnts);
cvxDwgInqSymObjList	zwapi_dwg_symbol.h	71		ZW_API_C evxErrors cvxDwgInqSymObjList(int idSym, int *count, int **listId);
cvxDwgInqSymType	zwapi_dwg_symbol.h	92		ZW_API_C evxErrors cvxDwgInqSymType(int idSym, evxSymbolType *type);
cvxDwgInqTableType	zwapi_dwg_table.h	69		ZW_API_C evxErrors cvxDwgInqTableType(int idTable, evxTableType *type);
cvxDwgInqTables	zwapi_dwg_table.h	48		ZW_API_C evxErrors cvxDwgInqTables(int idDrawing, evxTableType type, int *count, int **tables);
cvxDwgInqText	zwapi_dwg_geometry.h	72		ZW_API_C evxErrors cvxDwgInqText(int idDrawing, int *count, int **idEnts);
cvxDwgInqViewMod	zwapi_dwg_view.h	75		ZW_API_C evxErrors cvxDwgInqViewMod(int idDrawing, int *modified);
cvxDwgInqViewType	zwapi_dwg_view.h	98		ZW_API_C evxErrors cvxDwgInqViewType(int idView, evxViewType *type);
cvxDwgInqViewTypeEx	zwapi_dwg_view.h	124		ZW_API_C evxErrors cvxDwgInqViewTypeEx(int viewId, evxViewTypeEx *viewType);
cvxDwgInqViews	zwapi_dwg_view.h	53		ZW_API_C evxErrors cvxDwgInqViews(int idDrawing, evxViewType type, int *count, int **views);
cvxDwgInsertSymbol	zwapi_cmd_dwg_dimension.h	1048		ZW_API_C evxErrors cvxDwgInsertSymbol(const vxLongPath fileName, const vxLongName symName, svxPoint2 *pnt, int *symId);
cvxDwgIsectSym	zwapi_cmd_dwg_dimension.h	1103		ZW_API_C evxErrors cvxDwgIsectSym(const svxDwgIsectSym *data, int *idSym);
