funzione	header	riga	deprecated	firma
cvxDwgLabelCoorDimAdd	zwapi_cmd_dwg_dimension.h	451		ZW_API_C evxErrors cvxDwgLabelCoorDimAdd(const svxLabelCoorDimData *coorDimData, int *idDim);
cvxDwgLabelDimAdd	zwapi_cmd_dwg_dimension.h	475		ZW_API_C evxErrors cvxDwgLabelDimAdd(const svxDimLabel *pLabel, int *idDim);
cvxDwgLineDimAdd	zwapi_cmd_dwg_dimension.h	102		ZW_API_C evxErrors cvxDwgLineDimAdd(const svxDwgLineDim *pData, int *idDim);
cvxDwgLineOffsetDimAdd	zwapi_cmd_dwg_dimension.h	225		ZW_API_C evxErrors cvxDwgLineOffsetDimAdd(const svxDwgLineOffsetDim *pData, int *idDim);
cvxDwgLnrChmDimAdd	zwapi_cmd_dwg_dimension.h	299		ZW_API_C evxErrors cvxDwgLnrChmDimAdd(const svxDwgLnrChmDimData *dimData, int *idDim);
cvxDwgLnrChmDimAddInit	zwapi_cmd_dwg_dimension.h	271		ZW_API_C evxErrors cvxDwgLnrChmDimAddInit(svxDwgLnrChmDimData *data);
cvxDwgOrdinateDimAdd	zwapi_cmd_dwg_dimension.h	196		ZW_API_C evxErrors cvxDwgOrdinateDimAdd(const svxDwgOrdinateDim *pData, int *idDim);
cvxDwgRadDimAdd	zwapi_cmd_dwg_dimension.h	347		ZW_API_C evxErrors cvxDwgRadDimAdd(const svxRadDimData *radDimData, int *idDim);
cvxDwgRefEntDataGet	zwapi_dwg_geometry.h	209		ZW_API_C evxErrors cvxDwgRefEntDataGet(int idRefEnt, svxRefEntData *data);
cvxDwgRegen	zwapi_dwg_drawing.h	301		ZW_API_C evxErrors cvxDwgRegen(int count, int *idViews, int isRegenUnModifiedView, int isRegenTable, int isPrompt, int isRegenSketch);
cvxDwgRotateView	zwapi_cmd_dwg_layout.h	678		ZW_API_C evxErrors cvxDwgRotateView(const svxDwgRotView *pData);
cvxDwgRotateViewInit	zwapi_cmd_dwg_layout.h	663	SI	Interface cvxDwgRotateViewInit() can initialize variables of this function.
cvxDwgRotateViewinit	zwapi_cmd_dwg_layout.h	652		ZW_API_C evxErrors cvxDwgRotateViewinit(svxDwgRotView *data);
cvxDwgSetRefPart	zwapi_dwg_drawing.h	240		ZW_API_C evxErrors cvxDwgSetRefPart(const char *File, const char *Root, int idxView, svxCompName *oldPart, svxCompName *newPart);
cvxDwgSheetAdd	zwapi_dwg_drawing.h	47		ZW_API_C evxErrors cvxDwgSheetAdd(vxLongName Name, int *idSheet);
cvxDwgSheetDel	zwapi_dwg_drawing.h	68		ZW_API_C evxErrors cvxDwgSheetDel(int count, int *idSheet);
cvxDwgSheetScaleGet	zwapi_dwg_drawing.h	88		ZW_API_C evxErrors cvxDwgSheetScaleGet(int idSheet, double *scale);
cvxDwgSheetScaleSet	zwapi_dwg_drawing.h	107		ZW_API_C evxErrors cvxDwgSheetScaleSet(int idSheet, double scale);
cvxDwgStkBlnAdd	zwapi_cmd_dwg_dimension.h	608		ZW_API_C evxErrors cvxDwgStkBlnAdd(const svxDwgStkBlnData *stkBlnData, int *idDimCount, int **idDimList);
cvxDwgStkBlnAddInit	zwapi_cmd_dwg_dimension.h	581		ZW_API_C evxErrors cvxDwgStkBlnAddInit(svxDwgStkBlnData *data);
cvxDwgStyleManagerWithTextAtGet	zwapi_dwg_drawing.h	340		ZW_API_C evxErrors cvxDwgStyleManagerWithTextAtGet(evxDwgStyleManagerMethod type, void *data);
cvxDwgSymAtGet	zwapi_dwg_symbol.h	139		ZW_API_C evxErrors cvxDwgSymAtGet(int idSym, svxSymAttr *symAttr);
cvxDwgSymAtSet	zwapi_dwg_symbol.h	159		ZW_API_C evxErrors cvxDwgSymAtSet(int idSym, svxSymAttr *symAttr);
cvxDwgSymImgAtGet	zwapi_dwg_symbol.h	177		ZW_API_C evxErrors cvxDwgSymImgAtGet(int idSymImg, svxSymImg *data);
cvxDwgSymImgAtSet	zwapi_dwg_symbol.h	196		ZW_API_C evxErrors cvxDwgSymImgAtSet(int idSymImg, const svxSymImg *data);
cvxDwgSymImgNew	zwapi_cmd_dwg_dimension.h	1002		ZW_API_C evxErrors cvxDwgSymImgNew(svxSymImg *data, int embed, int locked, int *idSymImg);
cvxDwgSymImgNewInit	zwapi_cmd_dwg_dimension.h	1021		ZW_API_C evxErrors cvxDwgSymImgNewInit(svxSymImg *data);
cvxDwgSymInsPointGet	zwapi_dwg_symbol.h	349		ZW_API_C evxErrors cvxDwgSymInsPointGet(int idSym, svxPoint2 *pnt);
cvxDwgSymInsPointSet	zwapi_dwg_symbol.h	373		ZW_API_C evxErrors cvxDwgSymInsPointSet(int idSym, svxPoint2 *pnt);
cvxDwgSymLinkExport	zwapi_dwg_symbol.h	437		ZW_API_C evxErrors cvxDwgSymLinkExport(const int idSymLink, vxPath filePath);
cvxDwgSymLinkExportByLongPath	zwapi_dwg_symbol.h	462		ZW_API_C evxErrors cvxDwgSymLinkExportByLongPath(const int idSymLink, char *filePath, int sizePath);
cvxDwgSymLinkGet	zwapi_dwg_symbol.h	392		ZW_API_C evxErrors cvxDwgSymLinkGet(const int idSymLink, vxPath filePath);
cvxDwgSymLinkGetByLongPath	zwapi_dwg_symbol.h	416		ZW_API_C evxErrors cvxDwgSymLinkGetByLongPath(const int idSymLink, char *filePath, int sizePath);
cvxDwgSymSurfDataGet	zwapi_dwg_symbol.h	220		ZW_API_C evxErrors cvxDwgSymSurfDataGet(int idSymSurf, svxSymSurf *data);
cvxDwgSymSurfDataSet	zwapi_dwg_symbol.h	239		ZW_API_C evxErrors cvxDwgSymSurfDataSet(int idSymSurf, svxSymSurf *data);
cvxDwgSymSurfNew	zwapi_cmd_dwg_dimension.h	970		ZW_API_C evxErrors cvxDwgSymSurfNew(int idEnt, svxPoint2 *refPoint, const svxSymSurf *data, int *idSymSurf);
cvxDwgSymSurfNewInit	zwapi_cmd_dwg_dimension.h	943		ZW_API_C evxErrors cvxDwgSymSurfNewInit(svxSymSurf *data);
cvxDwgSymWeldDataGet	zwapi_dwg_symbol.h	266		ZW_API_C evxErrors cvxDwgSymWeldDataGet(const int idSymWeld, svxSymWeld *data);
cvxDwgSymWeldDataSet	zwapi_dwg_symbol.h	288		ZW_API_C evxErrors cvxDwgSymWeldDataSet(const int idSymWeld, const svxSymWeld *data);
cvxDwgSymWeldNew	zwapi_cmd_dwg_dimension.h	900		ZW_API_C evxErrors cvxDwgSymWeldNew(int idEnt, svxPoint2 *refPoint, const svxSymWeld *data, int *idSymWeld);
cvxDwgSymWeldNewInit	zwapi_cmd_dwg_dimension.h	923		ZW_API_C evxErrors cvxDwgSymWeldNewInit(svxSymWeld *data);
cvxDwgSymmetryDimAdd	zwapi_cmd_dwg_dimension.h	249		ZW_API_C evxErrors cvxDwgSymmetryDimAdd(const svxDwgSymmetryDimData *symmetryDimData, int *idDim);
cvxDwgTableAdjustSize	zwapi_dwg_table.h	160		ZW_API_C evxErrors cvxDwgTableAdjustSize(int idTable);
cvxDwgTableAtGet	zwapi_dwg_table.h	95		ZW_API_C evxErrors cvxDwgTableAtGet(int idTable, svxTableAttr *attr);
cvxDwgTableAtSet	zwapi_dwg_table.h	122		ZW_API_C evxErrors cvxDwgTableAtSet(int idTable, const svxTableAttr *attr, int applyToCells);
cvxDwgTableBom	zwapi_cmd_dwg_layout.h	533		ZW_API_C evxErrors cvxDwgTableBom(const svxDwgBom *pData, int *idTbl);
cvxDwgTableBomInit	zwapi_cmd_dwg_layout.h	483		ZW_API_C evxErrors cvxDwgTableBomInit(svxDwgBom *data);
cvxDwgTableCellAtGet	zwapi_dwg_table.h	468		ZW_API_C evxErrors cvxDwgTableCellAtGet(int idTable, int Row, int Col, svxTextAt *TextAt);
cvxDwgTableCellAtSet	zwapi_dwg_table.h	504		ZW_API_C evxErrors cvxDwgTableCellAtSet(int idTable, int Row, int Col, svxTextAt *TextAt);
cvxDwgTableCellGet	zwapi_dwg_table.h	564		ZW_API_C evxErrors cvxDwgTableCellGet(int idTable, int Row, int Col, char *Value, int nBytes);
cvxDwgTableCellSet	zwapi_dwg_table.h	536		ZW_API_C evxErrors cvxDwgTableCellSet(int idTable, int Row, int Col, char *Value);
cvxDwgTableCellsMerge	zwapi_dwg_table.h	597		ZW_API_C void cvxDwgTableCellsMerge(int idTable, int startRow, int endRow, int startCol, int endCol, int kFirstData);
cvxDwgTableCellsUnMerge	zwapi_dwg_table.h	621		ZW_API_C void cvxDwgTableCellsUnMerge(int idTable, int minRow, int maxRow, int minCol, int maxCol);
cvxDwgTableColDelete	zwapi_dwg_table.h	435		ZW_API_C evxErrors cvxDwgTableColDelete(int idTable, int Col);
cvxDwgTableColInsert	zwapi_dwg_table.h	412		ZW_API_C evxErrors cvxDwgTableColInsert(int idTable, int Col);
cvxDwgTableColWidthGet	zwapi_dwg_table.h	365		ZW_API_C evxErrors cvxDwgTableColWidthGet(int idTable, int Col, double *Width);
cvxDwgTableColWidthSet	zwapi_dwg_table.h	389		ZW_API_C evxErrors cvxDwgTableColWidthSet(int idTable, int Col, double Width);
cvxDwgTableExport	zwapi_dwg_table.h	225		ZW_API_C evxErrors cvxDwgTableExport(int idTable, const vxLongPath path);
cvxDwgTableInsPntGet	zwapi_dwg_table.h	206		ZW_API_C evxErrors cvxDwgTableInsPntGet(int idTable, svxPoint2 *pnt);
cvxDwgTableInsPntSet	zwapi_dwg_table.h	184		ZW_API_C evxErrors cvxDwgTableInsPntSet(int idTable, svxPoint2 *pnt);
cvxDwgTableInsert	zwapi_cmd_dwg_layout.h	552		ZW_API_C evxErrors cvxDwgTableInsert(const svxDwgTblInsert *pData);
cvxDwgTableLinkToExcel	zwapi_dwg_table.h	242		ZW_API_C evxErrors cvxDwgTableLinkToExcel(int idTable, const vxLongPath path);
cvxDwgTableRowDelete	zwapi_dwg_table.h	340		ZW_API_C evxErrors cvxDwgTableRowDelete(int idTable, int Row);
cvxDwgTableRowHeightGet	zwapi_dwg_table.h	270		ZW_API_C evxErrors cvxDwgTableRowHeightGet(int idTable, int row, double *height);
cvxDwgTableRowHeightSet	zwapi_dwg_table.h	294		ZW_API_C evxErrors cvxDwgTableRowHeightSet(int idTable, int Row, double Height);
cvxDwgTableRowInsert	zwapi_dwg_table.h	317		ZW_API_C evxErrors cvxDwgTableRowInsert(int idTable, int Row);
cvxDwgUserSymNew	zwapi_cmd_dwg_dimension.h	1079		ZW_API_C evxErrors cvxDwgUserSymNew(int count, int *idEnt, svxPoint2 *BasePnt, const vxRootName Name, int *idBlock);
cvxDwgUserSymObjGet	zwapi_dwg_symbol.h	327		ZW_API_C evxErrors cvxDwgUserSymObjGet(const int idSymUser, int *nObj, int **idObjs);
cvxDwgUserTableCreate	zwapi_cmd_dwg_layout.h	591		ZW_API_C evxErrors cvxDwgUserTableCreate(const vxName name, int iRow, int iCol, svxPoint2 *pnt, int origin, int *idTable);
cvxDwgUserTableCreateByTemplate	zwapi_cmd_dwg_layout.h	630		ZW_API_C evxErrors cvxDwgUserTableCreateByTemplate(const vxName name, const vxLongPath tplPath, svxPoint2 *pnt, int origin, int *idTable);
cvxDwgViewAlignedSection	zwapi_cmd_dwg_layout.h	301		ZW_API_C evxErrors cvxDwgViewAlignedSection(const svxAlignSecViewData *alignSecViewData, int *idView);
cvxDwgViewAlignedSectionInit	zwapi_cmd_dwg_layout.h	279		ZW_API_C evxErrors cvxDwgViewAlignedSectionInit(svxAlignSecViewData *data);
cvxDwgViewAtGet	zwapi_dwg_view.h	152		ZW_API_C evxErrors cvxDwgViewAtGet(int idView, svxViewAt *viewAttr);
cvxDwgViewAtSet	zwapi_dwg_view.h	179		ZW_API_C evxErrors cvxDwgViewAtSet(int idView, svxViewAt *viewAttr);
cvxDwgViewAuxiliary	zwapi_cmd_dwg_layout.h	204		ZW_API_C evxErrors cvxDwgViewAuxiliary(const svxAuxViewData *auxViewData, int *idView);
cvxDwgViewAuxiliaryInit	zwapi_cmd_dwg_layout.h	176		ZW_API_C evxErrors cvxDwgViewAuxiliaryInit(svxAuxViewData *data);
cvxDwgViewBrkLine	zwapi_cmd_dwg_layout.h	460		ZW_API_C evxErrors cvxDwgViewBrkLine(const svxBrkLineData *brkLineInfo, int *brkLnViewId);
cvxDwgViewBrkLineInit	zwapi_cmd_dwg_layout.h	433		ZW_API_C evxErrors cvxDwgViewBrkLineInit(svxBrkLineData *data);
cvxDwgViewBrokenSection	zwapi_cmd_dwg_layout.h	362		ZW_API_C evxErrors cvxDwgViewBrokenSection(svxDwgBrokenSectionData *data, int *idView);
cvxDwgViewBrokenSectionInit	zwapi_cmd_dwg_layout.h	323		ZW_API_C evxErrors cvxDwgViewBrokenSectionInit(svxDwgBrokenSectionData *data);
cvxDwgViewDetail	zwapi_cmd_dwg_layout.h	411		ZW_API_C evxErrors cvxDwgViewDetail(const svxDwgDetailData *data, int *idView);
cvxDwgViewDetailInit	zwapi_cmd_dwg_layout.h	384		ZW_API_C evxErrors cvxDwgViewDetailInit(svxDwgDetailData *data);
cvxDwgViewDottedBorderGet	zwapi_dwg_view.h	253		ZW_API_C evxErrors cvxDwgViewDottedBorderGet(int idView, svxPoint2 *UpperLeft,
cvxDwgViewEntitiesAssociate	zwapi_dwg_view.h	389		ZW_API_C evxErrors cvxDwgViewEntitiesAssociate(int idView, int count, const int *idEnts);
cvxDwgViewFullSection	zwapi_cmd_dwg_layout.h	257		ZW_API_C evxErrors cvxDwgViewFullSection(const svxFulSecViewData *fulSecViewData, int *idView);
cvxDwgViewFullSectionInit	zwapi_cmd_dwg_layout.h	226		ZW_API_C evxErrors cvxDwgViewFullSectionInit(svxFulSecViewData *data);
cvxDwgViewGeomGetShapeId	zwapi_dwg_geometry.h	325		ZW_API_C evxErrors cvxDwgViewGeomGetShapeId(int geomId, char *fileName, int fileNameBytes, char *partName,
cvxDwgViewGeomInqList	zwapi_dwg_geometry.h	292		ZW_API_C evxErrors cvxDwgViewGeomInqList(int viewId, int option, int *count, int **indices);
cvxDwgViewInqChildView	zwapi_dwg_view.h	346		ZW_API_C evxErrors cvxDwgViewInqChildView(int idView, int *count, int **idViews);
cvxDwgViewInqOrgPnt	zwapi_dwg_view.h	478		ZW_API_C evxErrors cvxDwgViewInqOrgPnt(int idView, svxPoint2 *pnt, int *idEnt);
cvxDwgViewInqParentView	zwapi_dwg_view.h	367		ZW_API_C evxErrors cvxDwgViewInqParentView(int idView, int *parentView);
cvxDwgViewInqPart	zwapi_dwg_view.h	276		ZW_API_C evxErrors cvxDwgViewInqPart(int idView, svxCompName *part);
cvxDwgViewInqPartConfig	zwapi_dwg_view.h	299		ZW_API_C evxErrors cvxDwgViewInqPartConfig(int idView, vxName partCfg);
cvxDwgViewInqPartConfigByLongName	zwapi_dwg_view.h	323		ZW_API_C evxErrors cvxDwgViewInqPartConfigByLongName(int idView, char *partCfg, int size);
cvxDwgViewInqProjection	zwapi_dwg_view.h	413		ZW_API_C evxErrors cvxDwgViewInqProjection(int idView, evxViewProjAngle *projection);
cvxDwgViewInqRefEnts	zwapi_dwg_geometry.h	378		ZW_API_C evxErrors cvxDwgViewInqRefEnts(int viewId, int *count, int **idRefEnts);
cvxDwgViewLayout	zwapi_cmd_dwg_layout.h	70		ZW_API_C evxErrors cvxDwgViewLayout(svxViewLayoutData *data);
cvxDwgViewLayoutInit	zwapi_cmd_dwg_layout.h	44		ZW_API_C evxErrors cvxDwgViewLayoutInit(svxViewLayoutData *data);
cvxDwgViewLocationGet	zwapi_dwg_view.h	435		ZW_API_C evxErrors cvxDwgViewLocationGet(int idView, svxPoint2 *point);
cvxDwgViewLockGet	zwapi_dwg_view.h	228		ZW_API_C evxErrors cvxDwgViewLockGet(int idView, int *isLock);
cvxDwgViewLockSet	zwapi_dwg_view.h	204		ZW_API_C evxErrors cvxDwgViewLockSet(int idView, int lock);
cvxDwgViewPnt2DTo3D	zwapi_dwg_geometry.h	499		ZW_API_C evxErrors cvxDwgViewPnt2DTo3D(int pnt2DId, svxPoint *pnt3D);
cvxDwgViewPnt3DTo2D	zwapi_dwg_geometry.h	523		ZW_API_C evxErrors cvxDwgViewPnt3DTo2D(int viewId, svxPoint pnt3D, svxPoint2 *pnt2D);
cvxDwgViewProjection	zwapi_cmd_dwg_layout.h	154		ZW_API_C evxErrors cvxDwgViewProjection(int idBaseView, svxPoint2 *location, int Projection, int DimType, svxViewAt *ViewAttr, int *idProjView);
cvxDwgViewRefBlankGet	zwapi_dwg_geometry.h	400		ZW_API_C evxErrors cvxDwgViewRefBlankGet(int idRefEnt, int *blank);
cvxDwgViewRefBlankSet	zwapi_dwg_geometry.h	422		ZW_API_C evxErrors cvxDwgViewRefBlankSet(int idRefEnt, int blank);
cvxDwgViewRefCompVisSet	zwapi_dwg_geometry.h	352		ZW_API_C evxErrors cvxDwgViewRefCompVisSet(int idView, const vxLongPath fileName, const vxRootName partName, int show);
cvxDwgViewRefEntAtGet	zwapi_dwg_geometry.h	448		ZW_API_C evxErrors cvxDwgViewRefEntAtGet(int idRefEnt, int *clrValid, int *typeValid, int *widthValid, svxLineAt *entAt);
cvxDwgViewRefEntAtSet	zwapi_dwg_geometry.h	474		ZW_API_C evxErrors cvxDwgViewRefEntAtSet(int idRefEnt, int clrValid, int typeValid, int widthValid, const svxLineAt *entAt);
cvxDwgViewRotate	zwapi_cmd_dwg_layout.h	698		ZW_API_C evxErrors cvxDwgViewRotate(int idView, double angle);
cvxDwgViewStandard	zwapi_cmd_dwg_layout.h	120		ZW_API_C evxErrors cvxDwgViewStandard(const svxViewStandardData *data, int *idView);
cvxDwgViewStandardInit	zwapi_cmd_dwg_layout.h	89		ZW_API_C evxErrors cvxDwgViewStandardInit(svxViewStandardData *data);
cvxEchoColorAtGet	zwapi_cmd_paramdefine_tpl.h	390		ZW_API_C void cvxEchoColorAtGet(svxWireAt *at);
cvxEchoColorAtSet	zwapi_cmd_paramdefine_tpl.h	377		ZW_API_C void cvxEchoColorAtSet(svxWireAt *at);
cvxEchoColorGet	zwapi_cmd_paramdefine_tpl.h	352		ZW_API_C void cvxEchoColorGet(evxColor *Color);
cvxEchoColorSet	zwapi_cmd_paramdefine_tpl.h	364		ZW_API_C void cvxEchoColorSet(evxColor Color);
cvxEchoCustomEnd	zwapi_cmd_paramdefine_tpl.h	446		ZW_API_C void cvxEchoCustomEnd();
cvxEchoCustomStart	zwapi_cmd_paramdefine_tpl.h	435		ZW_API_C void cvxEchoCustomStart();
cvxEchoDraw	zwapi_cmd_paramdefine_tpl.h	454		ZW_API_C void cvxEchoDraw();
cvxEchoEnd	zwapi_cmd_paramdefine_tpl.h	481		ZW_API_C void cvxEchoEnd();
cvxEchoEscDisable	zwapi_cmd_paramdefine_tpl.h	506		ZW_API_C void cvxEchoEscDisable();
cvxEchoEscRestore	zwapi_cmd_paramdefine_tpl.h	515		ZW_API_C void cvxEchoEscRestore();
cvxEchoStart	zwapi_cmd_paramdefine_tpl.h	468		ZW_API_C void cvxEchoStart();
cvxEdgeDiscreteDataFree	zwapi_part_dim.h	275		ZW_API_C evxErrors cvxEdgeDiscreteDataFree(svxEdgeDiscreteData *data);
cvxEntActivate	zwapi_general_ent.h	1797		ZW_API_C int cvxEntActivate(svxEntPath *NewPath, int UpdateGUI, int *idEntity, svxEntPath *OldPath);
cvxEntAddPick	zwapi_general_ent.h	497		ZW_API_C evxErrors cvxEntAddPick(int idx_ent);
cvxEntBlank	zwapi_general_ent.h	223		ZW_API_C evxErrors cvxEntBlank(int Show, int Count, int *idEnts);
cvxEntBndBox	zwapi_general_ent.h	1218		ZW_API_C evxErrors cvxEntBndBox(int idEntity, svxBndBox *Box);
cvxEntBndBoxByPath	zwapi_general_ent.h	1254		ZW_API_C evxErrors cvxEntBndBoxByPath(svxEntPath *path, int fTartCord, svxBndBox *bndBox);
cvxEntByLabel	zwapi_general_ent.h	1307		ZW_API_C evxErrors cvxEntByLabel(int *Label, int Exact, int *idEntity);
cvxEntByName	zwapi_general_ent.h	1352		ZW_API_C evxErrors cvxEntByName(const char *Name, int *idEntity);
cvxEntByName2	zwapi_general_ent.h	1377		ZW_API_C evxErrors cvxEntByName2(const vxLongPath File, const vxRootName Root, const vxName Name, int *idEntity);
cvxEntByUid	zwapi_general_ent.h	1420		ZW_API_C evxErrors cvxEntByUid(const svxUid *Uid, int *idEntity);
cvxEntClassName	zwapi_general_ent.h	1493	SI	ZW_API_C void cvxEntClassName(int ClassNumber, char *ClassName);
cvxEntClassNum	zwapi_general_ent.h	1513		ZW_API_C int cvxEntClassNum(int idEntity);
cvxEntClassNumByPath	zwapi_general_ent.h	1533		ZW_API_C int cvxEntClassNumByPath(svxEntPath *entPath);
cvxEntColorGet	zwapi_general_ent.h	627		ZW_API_C evxErrors cvxEntColorGet(int idEntity, evxColor *Color);
cvxEntColorSet	zwapi_general_ent.h	654		ZW_API_C evxErrors cvxEntColorSet(evxColor Color, int Count, int *idEnts);
cvxEntComp	zwapi_general_ent.h	1734		ZW_API_C evxErrors cvxEntComp(int idEntity, int *idComp, char *File, int nFileBytes, char *Parent, int nParentBytes);
cvxEntEndPnt	zwapi_general_ent.h	1627		ZW_API_C evxErrors cvxEntEndPnt(int idEntity, svxPoint *Start, svxPoint *End);
cvxEntErase	zwapi_general_ent.h	1761		ZW_API_C evxErrors cvxEntErase(svxEntPath *Ent);
cvxEntExists	zwapi_general_ent.h	351		ZW_API_C int cvxEntExists(int idEntity, evxEntType EntType);
cvxEntFind	zwapi_general_ent.h	1449		ZW_API_C evxErrors cvxEntFind(evxEntFind EntType, svxPoint *RefPnt, int *idEntity, svxPoint *Pnt, double *Dist);
cvxEntFind2	zwapi_general_ent.h	1469		ZW_API_C evxErrors cvxEntFind2(svxEntFind *Data);
cvxEntGetAngle	zwapi_math.h	250		ZW_API_C evxErrors cvxEntGetAngle(int ent1, int ent2, double *angle);
cvxEntGetDistance	zwapi_math.h	197		ZW_API_C evxErrors cvxEntGetDistance(int ent1, int ent2, svxPoint *p1, svxPoint *p2, double *dist);
cvxEntGetDistanceByPath	zwapi_math.h	222		ZW_API_C evxErrors cvxEntGetDistanceByPath(svxEntPath *EntPath1, svxEntPath *EntPath2, svxPoint *Point1, svxPoint *Point2, double *MinDistance);
cvxEntHighlight	zwapi_general_ent.h	260		ZW_API_C void cvxEntHighlight(int idEntity);
cvxEntHighlightByPath	zwapi_general_ent.h	295		ZW_API_C void cvxEntHighlightByPath(const svxEntPath *entityPath);
cvxEntInqPathPicked	zwapi_general_ent.h	438		ZW_API_C evxErrors cvxEntInqPathPicked(int *Count, svxEntPath **Paths);
cvxEntInqPathSelected	zwapi_general_ent.h	415		ZW_API_C evxErrors cvxEntInqPathSelected(int *Count, svxEntPath **Paths);
cvxEntInqPicked	zwapi_general_ent.h	394		ZW_API_C evxErrors cvxEntInqPicked(int *Count, int **Ents);
cvxEntInqSelected	zwapi_general_ent.h	372		ZW_API_C evxErrors cvxEntInqSelected(int *Count, int **Ents);
cvxEntIsBlanked	zwapi_general_ent.h	242		ZW_API_C int cvxEntIsBlanked(int idEntity);
cvxEntIsCurve	zwapi_general_ent.h	1552		ZW_API_C int cvxEntIsCurve(int idEntity);
cvxEntIsElectrode	zwapi_general_ent.h	1570		ZW_API_C int cvxEntIsElectrode(int idEntity);
cvxEntLabelGet	zwapi_general_ent.h	964		ZW_API_C evxErrors cvxEntLabelGet(int idEntity, int **Label);
cvxEntLabelSet	zwapi_general_ent.h	987		ZW_API_C evxErrors cvxEntLabelSet(int idEntity, int *Label);
cvxEntLayer	zwapi_general_ent.h	1084		ZW_API_C evxErrors cvxEntLayer(int idEntity, vxName Layer);
cvxEntLayerId	zwapi_general_ent.h	1106		ZW_API_C evxErrors cvxEntLayerId(int idEntity, int *LayerId);
cvxEntLineAtGet	zwapi_general_ent.h	800		ZW_API_C evxErrors cvxEntLineAtGet(int idLine, svxLineAt *At);
cvxEntLineAtSet	zwapi_general_ent.h	826		ZW_API_C evxErrors cvxEntLineAtSet(svxLineAt *At, int Count, int *idEnts);
cvxEntMatrix	zwapi_general_ent.h	1128		ZW_API_C evxErrors cvxEntMatrix(int idEntity, svxMatrix *Matrix);
cvxEntMatrix2	zwapi_general_ent.h	1152		ZW_API_C evxErrors cvxEntMatrix2(svxEntPath Entity, svxMatrix *Matrix);
cvxEntMatrixSet	zwapi_general_ent.h	1174		ZW_API_C evxErrors cvxEntMatrixSet(int idEntity, svxMatrix *Matrix);
cvxEntName	zwapi_general_ent.h	1011		ZW_API_C evxErrors cvxEntName(int idEntity, char *Name, int nBytes);
cvxEntNameByPath	zwapi_general_ent.h	1399		ZW_API_C evxErrors cvxEntNameByPath(const svxEntPath *Path, vxLongName Name);
cvxEntNameSet	zwapi_general_ent.h	1039		ZW_API_C evxErrors cvxEntNameSet(int idEntity, const char *Name);
cvxEntNew	zwapi_general_ent.h	79		ZW_API_C int cvxEntNew(int StartOp, evxEntType Type);
cvxEntNewAll	zwapi_general_ent.h	156		ZW_API_C evxErrors cvxEntNewAll(int startOp, evxEntType type, int *count, int **idEnts);
cvxEntNewList	zwapi_general_ent.h	116		ZW_API_C void cvxEntNewList(int StartOp, evxEntType Type, int *Count, int **idEnts);
cvxEntParent	zwapi_general_ent.h	1671		ZW_API_C evxErrors cvxEntParent(int idEntity, int *idFeature);
cvxEntPathAddPick	zwapi_general_ent.h	517		ZW_API_C evxErrors cvxEntPathAddPick(svxEntPath *entPath);
cvxEntPathAppendEnt	zwapi_tool_entpath.h	77		ZW_API_C evxErrors cvxEntPathAppendEnt(svxEntPath *entPath, int idEntity);
cvxEntPathAppendPath	zwapi_tool_entpath.h	94		ZW_API_C evxErrors cvxEntPathAppendPath(svxEntPath *dstPath, const svxEntPath *srcPath);
cvxEntPathCmp	zwapi_tool_entpath.h	141		ZW_API_C int cvxEntPathCmp(const svxEntPath *EntPath1, const svxEntPath *EntPath2);
cvxEntPathGetParentComp	zwapi_tool_entpath.h	159		ZW_API_C int cvxEntPathGetParentComp(const svxEntPath *entPath, svxEntPath *parentComp);
cvxEntPathInit	zwapi_tool_entpath.h	45		ZW_API_C evxErrors cvxEntPathInit(int idEntity, int idParent, svxEntPath *entPath);
cvxEntPathInqActive	zwapi_tool_entpath.h	60		ZW_API_C evxErrors cvxEntPathInqActive(svxEntPath *entPath);
cvxEntPathToRoot	zwapi_tool_entpath.h	123		ZW_API_C evxErrors cvxEntPathToRoot(svxEntPath *EntPath);
cvxEntPnt	zwapi_general_ent.h	1605		ZW_API_C evxErrors cvxEntPnt(int idEntity, svxPoint *Pnt);
cvxEntRefEnt	zwapi_general_ent.h	1697		ZW_API_C evxErrors cvxEntRefEnt(int idRefEnt, int *idEnt);
cvxEntRgbGet	zwapi_general_ent.h	678		ZW_API_C evxErrors cvxEntRgbGet(int idEntity, svxColor *Color);
cvxEntRgbSet	zwapi_general_ent.h	708		ZW_API_C evxErrors cvxEntRgbSet(svxColor Color, int Count, int *idEnts);
