funzione	header	riga	deprecated	firma
cvxPartAtItemLockGet	zwapi_part_attribute.h	70		evxErrors cvxPartAtItemLockGet(char *AtLable, evxAtItemLockStatus *AtLockState)
cvxPartAtItemLockGetInFile	zwapi_part_attribute.h	76		evxErrors cvxPartAtItemLockGetInFile(const vxLongPath File, const vxRootName Root, char *AtLable, evxAtItemLockStatus *AtLockState)
cvxPartAtItemLockSet	zwapi_part_attribute.h	73		evxErrors cvxPartAtItemLockSet(char *AtLable, evxAtItemLockStatus AtLockState)
cvxPartAtItemLockSetInFile	zwapi_part_attribute.h	79	@deprecated	evxErrors cvxPartAtItemLockSetInFile(const vxLongPath File, const vxRootName Root, const char *AtLable, evxAtItemLockStatus AtLockState)
cvxPartAtItemSet	zwapi_part_attribute.h	52		evxErrors cvxPartAtItemSet(evxAtItemId itemId, svxAttribute *At)
cvxPartAtItemSetInFile	zwapi_part_attribute.h	58		evxErrors cvxPartAtItemSetInFile(const vxLongPath File, const vxRootName Root, evxAtItemId itemId, svxAttribute *At)
cvxPartAtMod	zwapi_part_attribute.h	37		evxErrors cvxPartAtMod(vxRootName Name, svxPartAttribute *At)
cvxPartAtSet	zwapi_part_attribute.h	40		evxErrors cvxPartAtSet(vxRootName Name, svxPartAttribute *At)
cvxPartAxisNew	zwapi_cmd_datum.h	15		evxErrors cvxPartAxisNew(svxAxisData *Axis, int *idAxis)
cvxPartBackup	zwapi_part_opts.h	22		evxErrors cvxPartBackup(void)
cvxPartBlendCrvs	zwapi_cmd_wireframe.h	138		evxErrors cvxPartBlendCrvs(const svxCrvBlendData *data, int *idEnt)
cvxPartBlendCrvsConsInit	zwapi_cmd_wireframe.h	132		evxErrors cvxPartBlendCrvsConsInit(svxCrvBlendCons *consData, evxCrvBlendObjType objType)
cvxPartBlendCrvsInit	zwapi_cmd_wireframe.h	135		evxErrors cvxPartBlendCrvsInit(svxCrvBlendData *data)
cvxPartBool	zwapi_cmd_shape.h	203		evxErrors cvxPartBool(evxBoolType Type, int idBase, int Count, int *Shapes, int Keep)
cvxPartBool2	zwapi_cmd_shape.h	206		evxErrors cvxPartBool2(evxBoolType Type, int BaseCount, int *BaseList, int OpCount, int *OpList, int *ResultCount, int **ResultList)
cvxPartBool3	zwapi_cmd_shape.h	209		evxErrors cvxPartBool3(evxBoolType Type, int BaseCount, int *BaseList, int OpCount, int *OpList, int FaceCount, int *FaceList, int *ResultCount, int **ResultList)
cvxPartBox	zwapi_cmd_shape.h	24		evxErrors cvxPartBox(svxBoxData *Box, int *idShape)
cvxPartBoxInit	zwapi_cmd_shape.h	14		evxErrors cvxPartBoxInit(svxBoxData *data)
cvxPartCSYSNew	zwapi_cmd_datum.h	60		evxErrors cvxPartCSYSNew(svxCSYSData *CSYS, int *idCSYS)
cvxPartCSYSNewInit	zwapi_cmd_datum.h	54		evxErrors cvxPartCSYSNewInit(evxCSYSMethods method, svxCSYSData *data)
cvxPartCalcAttrGet	zwapi_part_attribute.h	22		evxErrors cvxPartCalcAttrGet(int idPart, svxPartCalcAttrData *attr)
cvxPartCfgActivate	zwapi_part_config.h	21		evxErrors cvxPartCfgActivate(int idCfg)
cvxPartCfgTblAdd	zwapi_part_config.h	15		evxErrors cvxPartCfgTblAdd(vxName cfgName, char *cfgDes, int *idCfg)
cvxPartCfgTblAttrSet	zwapi_part_config.h	48		evxErrors cvxPartCfgTblAttrSet(int markDel, int idCfg, int cnt, evxAtItemId *types, svxAttribute *attrs)
cvxPartCfgTblColorSet	zwapi_part_config.h	51		evxErrors cvxPartCfgTblColorSet(int markDelClr, int idCfg, svxColor color)
cvxPartCfgTblInstNameSet	zwapi_part_config.h	54		evxErrors cvxPartCfgTblInstNameSet(int markDelInstName, int idCfg, vxLongName instanceName)
cvxPartCfgTblVarsSet	zwapi_part_config.h	57		evxErrors cvxPartCfgTblVarsSet(int markDelVars, int idCfg, int cnt, svxVariable *vars)
cvxPartChamAng	zwapi_cmd_shape.h	103	@deprecated	evxErrors cvxPartChamAng(int Count, int *Edges, int idFace, double Setback, double Angle)
cvxPartChamAsym	zwapi_cmd_shape.h	109		evxErrors cvxPartChamAsym(int Count, int *Edges, int idFace, double Setback1, double Setback2)
cvxPartChamConst	zwapi_cmd_shape.h	100	@deprecated	evxErrors cvxPartChamConst(int Count, int *Edges, double Setback)
cvxPartChamferAll	zwapi_cmd_shape.h	121		evxErrors cvxPartChamferAll(const svxChamFlltData *Chamfer, int *idChamfer)
cvxPartChamferAllInit	zwapi_cmd_shape.h	118		evxErrors cvxPartChamferAllInit(svxChamFlltData *data)
cvxPartCir3pt	zwapi_cmd_wireframe.h	63		evxErrors cvxPartCir3pt(svxPoint *P1, svxPoint *P2, svxPoint *P3, int *idEnt)
cvxPartCirRad	zwapi_cmd_wireframe.h	66		evxErrors cvxPartCirRad(svxMatrix *Plane, double Radius, int *idEnt)
cvxPartCircle	zwapi_cmd_wireframe.h	54		evxErrors cvxPartCircle(const svxCircleData *circleData, int *idCircle)
cvxPartCircleInit	zwapi_cmd_wireframe.h	51		evxErrors cvxPartCircleInit(svxCircleData *circleData)
cvxPartCircularBiRail	zwapi_cmd_freeform.h	44		evxErrors cvxPartCircularBiRail(const svxCircularBiRailData *data, int *idFace)
cvxPartCircularBiRailInit	zwapi_cmd_freeform.h	41		evxErrors cvxPartCircularBiRailInit(evxCircularBiRailMethod method, svxCircularBiRailData *data)
cvxPartClosePartAt	zwapi_part_attribute.h	46		void cvxPartClosePartAt()
cvxPartClosePreview	zwapi_part_view.h	45		void cvxPartClosePreview()
cvxPartCombinedProj	zwapi_cmd_wireframe.h	129		evxErrors cvxPartCombinedProj(const svxCrvCombinedProjData *data, int *cntEnts, int **idEnts)
cvxPartConcentricArc	zwapi_cmd_wireframe.h	198		evxErrors cvxPartConcentricArc(int refArc, double radius, int *idEnt)
cvxPartCone	zwapi_cmd_shape.h	36		evxErrors cvxPartCone(svxConeData *Cone, int *idShape)
cvxPartConeInit	zwapi_cmd_shape.h	33		evxErrors cvxPartConeInit(svxConeData *data)
cvxPartConicBiRail	zwapi_cmd_freeform.h	50		evxErrors cvxPartConicBiRail(const svxConicBiRailData *data, int *idFace)
cvxPartConicBiRailInit	zwapi_cmd_freeform.h	47		evxErrors cvxPartConicBiRailInit(evxConicBiRailMethod method, svxConicBiRailData *data)
cvxPartCopy	zwapi_cmd_shape.h	334	@deprecated	evxErrors cvxPartCopy(const svxCopyData *Copy, int *idCopy)
cvxPartCopyDirDis	zwapi_cmd_shape.h	319		evxErrors cvxPartCopyDirDis(int idEntity, svxVector *Dir, double Dis, int *idCopy)
cvxPartCopyInit	zwapi_cmd_shape.h	331	@deprecated	evxErrors cvxPartCopyInit(svxCopyData *data)
cvxPartCopyPntToPnt	zwapi_cmd_shape.h	322		evxErrors cvxPartCopyPntToPnt(int idEntity, svxAxis *Start, svxAxis *End, int *idCopy)
cvxPartCopyTransform	zwapi_cmd_shape.h	325		evxErrors cvxPartCopyTransform(int idEntity, const svxMatrix *Mat, int *idCopy)
cvxPartCopyTransformList	zwapi_cmd_shape.h	328		evxErrors cvxPartCopyTransformList(const int Count, const int *Entities, const svxMatrix *Mat, int *EntCnt, int **idList)
cvxPartCosSkPlane	zwapi_cmd_sk_create.h	32		evxErrors cvxPartCosSkPlane(const svxSketchData *SkData, int isAddHatPtn, const svxHatchPtnData *PatData, int *idSketch)
cvxPartCrvChamfer	zwapi_cmd_wireframe.h	177		evxErrors cvxPartCrvChamfer(const svxCrvChamferData *data, int *idChamfer)
cvxPartCrvChamferChain	zwapi_cmd_wireframe.h	183		evxErrors cvxPartCrvChamferChain(const svxCrvChamferChainData *data, int *idChamfer)
cvxPartCrvChamferChainInit	zwapi_cmd_wireframe.h	180		evxErrors cvxPartCrvChamferChainInit(svxCrvChamferChainData *data)
cvxPartCrvChamferInit	zwapi_cmd_wireframe.h	174		evxErrors cvxPartCrvChamferInit(svxCrvChamferData *data)
cvxPartCrvConvertToArcs	zwapi_cmd_wireframe.h	204		evxErrors cvxPartCrvConvertToArcs(const svxCrvConvertTocData *data, int *cntArcs, int **idArcs)
cvxPartCrvConvertToArcsInit	zwapi_cmd_wireframe.h	201		evxErrors cvxPartCrvConvertToArcsInit(svxCrvConvertTocData *data)
cvxPartCrvFillet	zwapi_cmd_wireframe.h	165		evxErrors cvxPartCrvFillet(const svxCrvFilletData *data, int *idFillet)
cvxPartCrvFilletChain	zwapi_cmd_wireframe.h	171		evxErrors cvxPartCrvFilletChain(const svxCrvFilletChainData *data, int *idFilletChain)
cvxPartCrvFilletChainInit	zwapi_cmd_wireframe.h	168		evxErrors cvxPartCrvFilletChainInit(svxCrvFilletChainData *data)
cvxPartCrvFilletInit	zwapi_cmd_wireframe.h	159	@deprecated	evxErrors cvxPartCrvFilletInit(svxCrvFilletData *data)
cvxPartCrvInt	zwapi_cmd_wireframe.h	84		evxErrors cvxPartCrvInt(svxCrvIntData *Crv, int *idEnt)
cvxPartCrvIntInit	zwapi_cmd_wireframe.h	75		evxErrors cvxPartCrvIntInit(svxCrvIntData *data)
cvxPartCrvIntScaleInit	zwapi_cmd_wireframe.h	81		evxErrors cvxPartCrvIntScaleInit(int nPnt, const svxPoint *pPnts, double *startScale, double *endScale)
cvxPartCrvList	zwapi_cmd_wireframe.h	147		evxErrors cvxPartCrvList(int Count, int *Curves, int *idEnt)
cvxPartCrvOnFaceThruPts	zwapi_cmd_wireframe.h	111		evxErrors cvxPartCrvOnFaceThruPts(const svxCrvOnFaceThuPts *data, int *idEnt)
cvxPartCrvOnFaceThruPtsInit	zwapi_cmd_wireframe.h	108		evxErrors cvxPartCrvOnFaceThruPtsInit(svxCrvOnFaceThuPts *data)
cvxPartCrvProjToFace	zwapi_cmd_wireframe.h	99		evxErrors cvxPartCrvProjToFace(const svxCrvProjToFace *data, int *cntEnts, int **pEnts)
cvxPartCrvProjToFaceInit	zwapi_cmd_wireframe.h	96		evxErrors cvxPartCrvProjToFaceInit(svxCrvProjToFace *data)
cvxPartCrvSplitAtPnts	zwapi_cmd_wireframe.h	189		evxErrors cvxPartCrvSplitAtPnts(int idCurve, int CountPnts, svxPoint *Points, int *CountCrvs, int **NewCrvs)
cvxPartCrvTrimToFaces	zwapi_cmd_wireframe.h	186		evxErrors cvxPartCrvTrimToFaces(const svxCrvTrimToFacesData *data, int *idTrim)
cvxPartCrvTrimWithCrv	zwapi_cmd_wireframe.h	195		evxErrors cvxPartCrvTrimWithCrv(const svxTrimWithCrvData *data, int *cntEnts, int **pEnts)
cvxPartCurve	zwapi_cmd_wireframe.h	150		evxErrors cvxPartCurve(svxCurve *Crv, int *idEnt)
cvxPartCurveChainFind	zwapi_math_nurbscurve.h	42		evxErrors cvxPartCurveChainFind(int nSeeds, int *idSeeds, int type, int *Count, int **idCrvs)
cvxPartCurveMesh	zwapi_cmd_freeform.h	125		evxErrors cvxPartCurveMesh(const svxCurveMeshData *data, int *idFace)
cvxPartCurveMeshInit	zwapi_cmd_freeform.h	122		evxErrors cvxPartCurveMeshInit(svxCurveMeshData *data)
cvxPartCurveOffset	zwapi_cmd_wireframe.h	141		evxErrors cvxPartCurveOffset(int idCurve, double Dis, int *idOut)
cvxPartCurveSilh	zwapi_cmd_wireframe.h	153		evxErrors cvxPartCurveSilh(int idCurve, svxPoint *dir, int *iCnt, int **idList)
cvxPartCyl	zwapi_cmd_shape.h	30		evxErrors cvxPartCyl(svxCylData *Cyl, int *idShape)
cvxPartCylInit	zwapi_cmd_shape.h	27		evxErrors cvxPartCylInit(svxCylData *data)
cvxPartDEAlignMove	zwapi_cmd_direct_edit.h	27		evxErrors cvxPartDEAlignMove(const svxDEAlignMove *data, int *idMove)
cvxPartDEAlignMoveInit	zwapi_cmd_direct_edit.h	24		evxErrors cvxPartDEAlignMoveInit(evxDEAlignMoveType type, svxDEAlignMove *data)
cvxPartDECopy	zwapi_cmd_direct_edit.h	55		evxErrors cvxPartDECopy(const svxDECopy *data, int *idCopy)
cvxPartDECopyInit	zwapi_cmd_direct_edit.h	48		evxErrors cvxPartDECopyInit(evxDEMoveCopyType type, svxDECopy *data)
cvxPartDEDimMove	zwapi_cmd_direct_edit.h	33		evxErrors cvxPartDEDimMove(const svxDEDimMove *data, int *idMove)
cvxPartDEDimMoveInit	zwapi_cmd_direct_edit.h	30		evxErrors cvxPartDEDimMoveInit(evxDEDimMoveType type, svxDEDimMove *data)
cvxPartDEDraft	zwapi_cmd_direct_edit.h	45		evxErrors cvxPartDEDraft(const svxDEDraft *data, int *idDraft)
cvxPartDEDraftInit	zwapi_cmd_direct_edit.h	42		evxErrors cvxPartDEDraftInit(svxDEDraft *data)
cvxPartDEFllt	zwapi_cmd_direct_edit.h	77		evxErrors cvxPartDEFllt(const svxDEFllt *data, int *idFllt)
cvxPartDEFlltInit	zwapi_cmd_direct_edit.h	70		evxErrors cvxPartDEFlltInit(svxDEFllt *data)
cvxPartDEMirror	zwapi_cmd_direct_edit.h	61		evxErrors cvxPartDEMirror(const svxDEMirror *data, int *idMirror)
cvxPartDEMirrorInit	zwapi_cmd_direct_edit.h	58		evxErrors cvxPartDEMirrorInit(svxDEMirror *data)
cvxPartDEMove	zwapi_cmd_direct_edit.h	21		evxErrors cvxPartDEMove(const svxDEMove *data, int *idMove)
cvxPartDEMoveInit	zwapi_cmd_direct_edit.h	14		evxErrors cvxPartDEMoveInit(evxDEMoveCopyType type, svxDEMove *data)
cvxPartDEOffset	zwapi_cmd_direct_edit.h	39		evxErrors cvxPartDEOffset(const svxDEOffset *data, int *idOffset)
cvxPartDEOffsetInit	zwapi_cmd_direct_edit.h	36		evxErrors cvxPartDEOffsetInit(svxDEOffset *data)
cvxPartDEPtn	zwapi_cmd_direct_edit.h	67		evxErrors cvxPartDEPtn(const svxDEPattern *data, int *idPtn)
cvxPartDEPtnInit	zwapi_cmd_direct_edit.h	64		evxErrors cvxPartDEPtnInit(evxDEPtnType type, svxDEPattern *data)
cvxPartDERad	zwapi_cmd_direct_edit.h	83		evxErrors cvxPartDERad(const svxDERad *data, int *idRad)
cvxPartDERadInit	zwapi_cmd_direct_edit.h	80		evxErrors cvxPartDERadInit(svxDERad *data)
cvxPartDatum	zwapi_cmd_datum.h	21		evxErrors cvxPartDatum(svxMatrix *Frame, int *idDatum)
cvxPartDatum2	zwapi_cmd_datum.h	27		evxErrors cvxPartDatum2(svxMatrix *Frame, int iCode, int *idDatum)
cvxPartDefeature	zwapi_part_opts.h	34		evxErrors cvxPartDefeature(int count, const int *geomList)
cvxPartDelFaceTx	zwapi_brep_face.h	44		evxErrors cvxPartDelFaceTx(int count, const int *idFaces)
cvxPartDelGrpFtr	zwapi_part_opts.h	79		evxErrors cvxPartDelGrpFtr(int idxFtr, int delFtrs)
cvxPartDivide	zwapi_cmd_shape.h	216		evxErrors cvxPartDivide(svxDivideData *Divide, int *numShape, int **idShapes)
cvxPartDivideInit	zwapi_cmd_shape.h	213		evxErrors cvxPartDivideInit(svxDivideData *data)
cvxPartDraft	zwapi_cmd_shape.h	127	@deprecated	evxErrors cvxPartDraft(const svxDraftData *Draft, int *idDraft)
cvxPartDraftInit	zwapi_cmd_shape.h	124		evxErrors cvxPartDraftInit(evxDraftMethods method, svxDraftData *data)
cvxPartEcadRgnCut	zwapi_cmd_ecadboard.h	42		evxErrors cvxPartEcadRgnCut(int idSketch, int *idFtr)
cvxPartEcadRgnSet	zwapi_cmd_ecadboard.h	39		evxErrors cvxPartEcadRgnSet(const svxEcadRgnSetData *pRgnSetData, int *idFtr)
cvxPartEcadRgnSetInit	zwapi_cmd_ecadboard.h	14		evxErrors cvxPartEcadRgnSetInit(svxEcadRgnSetData *data)
cvxPartEdgeDispData	zwapi_part_facets.h	106		evxErrors cvxPartEdgeDispData(int idEdge, svxEdgeDispData *data)
cvxPartEdgeDispDataFree	zwapi_part_facets.h	113		void cvxPartEdgeDispDataFree(svxEdgeDispData *data)
cvxPartEllipse	zwapi_cmd_wireframe.h	72		evxErrors cvxPartEllipse(svxRectangleData *ellipseData, int *idEnt)
cvxPartEllipseInit	zwapi_cmd_wireframe.h	69		evxErrors cvxPartEllipseInit(svxRectangleData *data)
cvxPartEllipsoid	zwapi_cmd_shape.h	48		evxErrors cvxPartEllipsoid(svxEllsoData *Ellso, int *idShape)
cvxPartEllipsoidInit	zwapi_cmd_shape.h	45		evxErrors cvxPartEllipsoidInit(svxEllsoData *data)
cvxPartEncapsulate	zwapi_part_opts.h	31		evxErrors cvxPartEncapsulate(int Option, int KeepDimen)
cvxPartEnlargeFace	zwapi_cmd_freeform.h	107		evxErrors cvxPartEnlargeFace(const svxEnlargeFaceData *data, int *idFace)
cvxPartEnlargeFaceInit	zwapi_cmd_freeform.h	104		evxErrors cvxPartEnlargeFaceInit(svxEnlargeFaceData *data)
cvxPartEqnDelete	zwapi_var.h	59		evxErrors cvxPartEqnDelete(int idEqn)
cvxPartEqnMoveToEqnSet	zwapi_part_var.h	38	@deprecated	evxErrors cvxPartEqnMoveToEqnSet(int idEqnSet, int cnt, const int *idListEqn)
cvxPartEqnSet	zwapi_part_var.h	44		evxErrors cvxPartEqnSet(int Count, svxVariable *Variables)
cvxPartEqnSetWithName	zwapi_part_var.h	47		evxErrors cvxPartEqnSetWithName(const vxLongName setName, int count, svxVariable *vars)
cvxPartErase	zwapi_part_opts.h	100		evxErrors cvxPartErase(int Count, int *idEnts)
cvxPartExit	zwapi_part_opts.h	17		void cvxPartExit(void)
cvxPartExplode	zwapi_cmd_freeform.h	92		evxErrors cvxPartExplode(const svxExplodeData *ExplodeData, int *numShape, int **idShapes)
cvxPartExplodeInit	zwapi_cmd_freeform.h	89		evxErrors cvxPartExplodeInit(svxExplodeData *data)
cvxPartExtendFace	zwapi_cmd_freeform.h	65		evxErrors cvxPartExtendFace(svxExtendData *data, int *newFtr)
cvxPartExtendFaceInit	zwapi_cmd_freeform.h	62		evxErrors cvxPartExtendFaceInit(svxExtendData *data)
cvxPartExtendShape	zwapi_cmd_freeform.h	113		evxErrors cvxPartExtendShape(const svxExtendShapeData *data, int *idFtr)
cvxPartExtendShapeInit	zwapi_cmd_freeform.h	110		evxErrors cvxPartExtendShapeInit(svxExtendShapeData *data)
cvxPartExtrude	zwapi_cmd_shape.h	54		evxErrors cvxPartExtrude(svxExtrudeData *Ext, int *idShape)
cvxPartExtrudeInit	zwapi_cmd_shape.h	51		evxErrors cvxPartExtrudeInit(svxExtrudeData *data)
cvxPartFace	zwapi_math_nurbssurface.h	15		evxErrors cvxPartFace(svxSurface *Srf, int NumCurves, svxCurve *TrimCurves, int Code, int Sew, double Tol, int *idFace)
cvxPartFaceCurve	zwapi_cmd_wireframe.h	126		evxErrors cvxPartFaceCurve(const svxFaceCrvData *data, int *cntEnts, int **idEnts)
cvxPartFaceEdgesFind	zwapi_math_nurbssurface.h	40		evxErrors cvxPartFaceEdgesFind(int nSeeds, int *idSeeds, evxEdgeLoopType type, int *Count, int **idEdges)
cvxPartFaceFillet	zwapi_cmd_shape.h	97		evxErrors cvxPartFaceFillet(const svxFaceFlltData *data, int *idFillet)
cvxPartFaceFilletInit	zwapi_cmd_shape.h	94		evxErrors cvxPartFaceFilletInit(svxFaceFlltData *data)
cvxPartFaceFind	zwapi_math_nurbssurface.h	33	@deprecated	evxErrors cvxPartFaceFind(svxFaceFind *findData, int *Count, int **idFaces)
cvxPartFaceMesh	zwapi_part_facets.h	81		evxErrors cvxPartFaceMesh(int idFace, double chord, double maxSideSize, int *count, svxTriangle **pnts)
cvxPartFaceMeshPnts	zwapi_part_facets.h	84		evxErrors cvxPartFaceMeshPnts(int idFace, double chord, double maxSideSize, int *count, svxPoint **pnts)
cvxPartFaceMod	zwapi_math_nurbssurface.h	21		evxErrors cvxPartFaceMod(int idFace, svxSurface *Srf, int NumCurves, svxCurve *TrimCurves, int Sew, double Tol)
cvxPartFaceOffset	zwapi_cmd_shape.h	178		evxErrors cvxPartFaceOffset(int idFace, double Dis, int Keep)
cvxPartFacesOffset	zwapi_cmd_freeform.h	59		evxErrors cvxPartFacesOffset(const svxFcsOffsetData *data, int *idFtr)
cvxPartFacesOffsetInit	zwapi_cmd_freeform.h	53		evxErrors cvxPartFacesOffsetInit(svxFcsOffsetData *data)
cvxPartFacesetSew	zwapi_cmd_freeform.h	98		evxErrors cvxPartFacesetSew(int count, int *shapes, svxSewData *param, int *newFtr)
cvxPartFacesetSewInit	zwapi_cmd_freeform.h	95		evxErrors cvxPartFacesetSewInit(svxSewData *data)
cvxPartFacets	zwapi_part_facets.h	20		evxErrors cvxPartFacets(vxLongName Name, svxFacets *Facets, int *idBlock)
cvxPartFacetsBySTL	zwapi_part_facets.h	23		evxErrors cvxPartFacetsBySTL(const vxLongName name, const svxSTL *stl, int *idBlock)
cvxPartFacetsConvertToSTL	zwapi_part_facets.h	87		evxErrors cvxPartFacetsConvertToSTL(const svxFacets *facets, svxSTL *stl)
cvxPartFacetsMod	zwapi_part_facets.h	51		evxErrors cvxPartFacetsMod(int idBlock, svxFacets *Facets)
cvxPartFacetsSetAt	zwapi_part_facets.h	57		evxErrors cvxPartFacetsSetAt(int idBlock, const svxFaceAt *At)
cvxPartFacetsSetTx	zwapi_part_facets.h	60		evxErrors cvxPartFacetsSetTx(int idBlock, const svxTextureAt *Tx)
cvxPartFillet	zwapi_cmd_shape.h	81		evxErrors cvxPartFillet(int Count, int *Edges, double Radius)
cvxPartFilletAll	zwapi_cmd_shape.h	91		evxErrors cvxPartFilletAll(const svxChamFlltData *Fillet, int *idFillet)
cvxPartFilletAllInit	zwapi_cmd_shape.h	88		evxErrors cvxPartFilletAllInit(svxChamFlltData *data)
cvxPartFilletBlend	zwapi_cmd_freeform.h	20		evxErrors cvxPartFilletBlend(const svxFilletBlendData *FilletBlend, int *idFilletBlend)
cvxPartFilletBlendInit	zwapi_cmd_freeform.h	14		evxErrors cvxPartFilletBlendInit(svxFilletBlendData *data)
cvxPartFittingCrv	zwapi_cmd_wireframe.h	156		evxErrors cvxPartFittingCrv(int iCnt, svxPoint *pnts, double tol, double smth, int *idEnt)
cvxPartFlagExtThread	zwapi_cmd_shape.h	157		evxErrors cvxPartFlagExtThread(const svxFlagExtThreadData *data, int *idFtr)
cvxPartFlagExtThreadInit	zwapi_cmd_shape.h	154		evxErrors cvxPartFlagExtThreadInit(svxFlagExtThreadData *data)
cvxPartFlagHoles	zwapi_cmd_shape.h	145		evxErrors cvxPartFlagHoles(const svxFlagHoleData *data, int *idFtr)
cvxPartFlagHolesInit	zwapi_cmd_shape.h	142		evxErrors cvxPartFlagHolesInit(svxFlagHoleData *data)
cvxPartFreeCfgTbl	zwapi_part_config.h	45		void cvxPartFreeCfgTbl(svxPartCfgInfo **cfginfo)
cvxPartFreeHoles	zwapi_part_hole.h	20		void cvxPartFreeHoles(int Count, svxHoleData **Holes)
cvxPartFtrInqAuxFtrs	zwapi_part_history.h	57		int cvxPartFtrInqAuxFtrs(int idFtr, int *count, int **idAuxFtrs)
cvxPartFtrInqInpEnts	zwapi_part_history.h	98		evxErrors cvxPartFtrInqInpEnts(int idFeature, evxEntType type, int *cnt, int **list)
cvxPartFtrIsMissRef	zwapi_part_history.h	48		int cvxPartFtrIsMissRef(int idFeature, char *status)
cvxPartFtrIsUDF	zwapi_cmd_udf.h	42		evxErrors cvxPartFtrIsUDF(int idFtr, int *isUDF)
cvxPartFtrPlayTo	zwapi_part_opts.h	52		evxErrors cvxPartFtrPlayTo(int idxFtrPlayTo, int state)
cvxPartFtrSuppress	zwapi_part_opts.h	55		evxErrors cvxPartFtrSuppress(int count, int *idFeatures, char suppress)
cvxPartGeomExport	zwapi_cmd_assembly.h	40		evxErrors cvxPartGeomExport(svxGeomExport *Data)
cvxPartGeomExportII	zwapi_cmd_assembly.h	43		evxErrors cvxPartGeomExportII(svxGeomExport *Data)
cvxPartGetCustomStr	zwapi_part_attribute.h	97		evxErrors cvxPartGetCustomStr(int idEnt, int *idStr, char **CustomString)
cvxPartGetFlatSolids	zwapi_part_sheetmetal_attribute.h	46		evxErrors cvxPartGetFlatSolids(int *cnts, int **solids)
cvxPartHistAdd	zwapi_part_opts.h	93		evxErrors cvxPartHistAdd(const int idData, const vxName FtrName, const int Option, int *idFtr)
cvxPartHistClip	zwapi_part_opts.h	67		evxErrors cvxPartHistClip(int Cut, int Count, int *Operations)
