funzione	header	riga	deprecated	firma
ZwShapePhysicalAttributeSet	zwapi_attribute.h	30		ezwErrors ZwShapePhysicalAttributeSet(szwEntityHandle shape, szwPhysicalAttribute attribute)
ZwShapeThicknessGet	zwapi_shape.h	39		ezwErrors ZwShapeThicknessGet(szwEntityHandle shape, int faceCount, const szwEntityHandle *faces, ezwPartThicknessMethods method, double *minimum, double *maximum)
ZwSheetMetalAttributeGet	zwapi_sheet_metal.h	12		ezwErrors ZwSheetMetalAttributeGet(szwSheetMetalAttribute *attribute)
ZwSheetMetalAttributeSet	zwapi_sheet_metal.h	18		ezwErrors ZwSheetMetalAttributeSet(szwSheetMetalAttribute attribute)
ZwSheetMetalBendFaceListGetByStationaryFace	zwapi_sheet_metal.h	49		ezwErrors ZwSheetMetalBendFaceListGetByStationaryFace(szwEntityHandle stationaryFace, int *count, szwEntityHandle **bendFaceList)
ZwSheetMetalFaceSideAndThickFind	zwapi_sheet_metal.h	31		ezwErrors ZwSheetMetalFaceSideAndThickFind(szwEntityHandle seedFace, szwSheetMetalFaceFindData *resultData)
ZwSheetMetalFaceSideAndThickFree	zwapi_sheet_metal.h	34		ezwErrors ZwSheetMetalFaceSideAndThickFree(szwSheetMetalFaceFindData *resultData)
ZwSheetMetalFlangeInterferenceCheck	zwapi_sheet_metal.h	37		ezwErrors ZwSheetMetalFlangeInterferenceCheck(int shapeCount, const szwEntityHandle *shapeList, int *faceCount, szwEntityHandle **faceList)
ZwSheetMetalFlangeProfileCorrection	zwapi_sheet_metal.h	28		ezwErrors ZwSheetMetalFlangeProfileCorrection(szwEntityHandle sketch, szwEntityHandle edge, double angle)
ZwSheetMetalFlatPatternCurveListGet	zwapi_sheet_metal.h	103		ezwErrors ZwSheetMetalFlatPatternCurveListGet(szwEntityHandle flatPatternHandle, int *count, szwEntityHandle **curveHandleList)
ZwSheetMetalFlatPatternDimensionListGet	zwapi_sheet_metal.h	109		ezwErrors ZwSheetMetalFlatPatternDimensionListGet(szwEntityHandle flatPattern, int *count, szwEntityHandle **dimensionList)
ZwSheetMetalFlatPatternGetByFlatSolid	zwapi_sheet_metal.h	97		ezwErrors ZwSheetMetalFlatPatternGetByFlatSolid(szwEntityHandle flatSolidHandle, szwEntityHandle *flatPatternHandle)
ZwSheetMetalFlatPatternGetByFlatten	zwapi_sheet_metal.h	85		ezwErrors ZwSheetMetalFlatPatternGetByFlatten(szwEntityHandle flattenHandle, szwEntityHandle *flatPatternHandle)
ZwSheetMetalFlatPatternOuterContourLinesGet	zwapi_sheet_metal.h	112		ezwErrors ZwSheetMetalFlatPatternOuterContourLinesGet(szwEntityHandle flatPatternHandle, int *count, szwEntityHandle **outerContourHandleList)
ZwSheetMetalFlatPatternPMIListGet	zwapi_sheet_metal.h	106		ezwErrors ZwSheetMetalFlatPatternPMIListGet(szwEntityHandle flatPatternHandle, int *count, szwEntityHandle **PMIHandleList)
ZwSheetMetalFlatPatternPMIRecreate	zwapi_sheet_metal.h	100		ezwErrors ZwSheetMetalFlatPatternPMIRecreate(szwEntityHandle flatPatternHandle)
ZwSheetMetalFlatPatternReferenceSketchGet	zwapi_sheet_metal.h	52		ezwErrors ZwSheetMetalFlatPatternReferenceSketchGet(szwEntityHandle flatPattern, szwEntityHandle *sketch)
ZwSheetMetalFlatSolidGetByFlatPattern	zwapi_sheet_metal.h	91		ezwErrors ZwSheetMetalFlatSolidGetByFlatPattern(szwEntityHandle flatPatternHandle, szwEntityHandle *flatSolidHandle)
ZwSheetMetalFlatSolidGetByFlatten	zwapi_sheet_metal.h	82		ezwErrors ZwSheetMetalFlatSolidGetByFlatten(szwEntityHandle flattenHandle, szwEntityHandle *flatSolidHandle)
ZwSheetMetalFlatSolidListGet	zwapi_sheet_metal.h	55		ezwErrors ZwSheetMetalFlatSolidListGet(int *countItem, szwEntityHandle **itemList)
ZwSheetMetalFlatSolidShapeListGetByFlatten	zwapi_sheet_metal.h	139		ezwErrors ZwSheetMetalFlatSolidShapeListGetByFlatten(szwEntityHandle flattenHandle, int *count, szwEntityHandle **shapeHandleList)
ZwSheetMetalFlattenDataFree	zwapi_sheet_metal.h	121		ezwErrors ZwSheetMetalFlattenDataFree(szwFlattenData *data)
ZwSheetMetalFlattenDataGet	zwapi_sheet_metal.h	118		ezwErrors ZwSheetMetalFlattenDataGet(szwEntityHandle flattenHandle, szwFlattenData *data)
ZwSheetMetalFlattenDataSet	zwapi_sheet_metal.h	124		ezwErrors ZwSheetMetalFlattenDataSet(szwEntityHandle flattenHandle, szwFlattenData data)
ZwSheetMetalFlattenGetByFlatPattern	zwapi_sheet_metal.h	88		ezwErrors ZwSheetMetalFlattenGetByFlatPattern(szwEntityHandle flatPatternHandle, szwEntityHandle *flattenHandle)
ZwSheetMetalFlattenGetByFlatSolid	zwapi_sheet_metal.h	94		ezwErrors ZwSheetMetalFlattenGetByFlatSolid(szwEntityHandle flatSolidHandle, szwEntityHandle *flattenHandle)
ZwSheetMetalFlattenListGet	zwapi_sheet_metal.h	115		ezwErrors ZwSheetMetalFlattenListGet(int *count, szwEntityHandle **flattenHandleList)
ZwSheetMetalFlattenListGetByShape	zwapi_sheet_metal.h	136		ezwErrors ZwSheetMetalFlattenListGetByShape(szwEntityHandle shapeHandle, int *count, szwEntityHandle **flattenHandleList)
ZwSheetMetalFlattenRegen	zwapi_sheet_metal.h	127		ezwErrors ZwSheetMetalFlattenRegen(const szwEntityHandle *flattenHandle)
ZwSheetMetalFlattenRegenModeGet	zwapi_sheet_metal.h	133		ezwErrors ZwSheetMetalFlattenRegenModeGet(int *autoRegen)
ZwSheetMetalFlattenRegenModeSet	zwapi_sheet_metal.h	130		ezwErrors ZwSheetMetalFlattenRegenModeSet(int autoRegen)
ZwSheetMetalFoldStateGet	zwapi_sheet_metal.h	40		ezwErrors ZwSheetMetalFoldStateGet(szwEntityHandle shapeHandle, ezwSheetMetalFoldStatus *status)
ZwSheetMetalPairFacesDataFree	zwapi_sheet_metal.h	46		ezwErrors ZwSheetMetalPairFacesDataFree(int count, szwSheetMetalPairFaceData **faceDataList)
ZwSheetMetalPairFacesDataListGet	zwapi_sheet_metal.h	43		ezwErrors ZwSheetMetalPairFacesDataListGet(int count, const szwEntityHandle *faceList, szwSheetMetalPairFaceData **faceDataList)
ZwSheetMetalRevolveFlangeCreate	zwapi_sheet_metal.h	61		ezwErrors ZwSheetMetalRevolveFlangeCreate(szwRevolveFlangeData data, szwEntityHandle *revolveFlangeHandle)
ZwSheetMetalRevolveFlangeDataGet	zwapi_sheet_metal.h	64		ezwErrors ZwSheetMetalRevolveFlangeDataGet(szwEntityHandle revolveFlangeHandle, szwRevolveFlangeData *data)
ZwSheetMetalRevolveFlangeDataInit	zwapi_sheet_metal.h	58		ezwErrors ZwSheetMetalRevolveFlangeDataInit(szwRevolveFlangeData *data)
ZwSheetMetalRevolveFlangeDataSet	zwapi_sheet_metal.h	67		ezwErrors ZwSheetMetalRevolveFlangeDataSet(szwEntityHandle revolveFlangeHandle, szwRevolveFlangeData data)
ZwSheetMetalTwistFlangeCreate	zwapi_sheet_metal.h	73		ezwErrors ZwSheetMetalTwistFlangeCreate(szwTwistFlangeData data, szwEntityHandle *twistFlangeHandle)
ZwSheetMetalTwistFlangeDataGet	zwapi_sheet_metal.h	76		ezwErrors ZwSheetMetalTwistFlangeDataGet(szwEntityHandle twistFlangeHandle, szwTwistFlangeData *data)
ZwSheetMetalTwistFlangeDataInit	zwapi_sheet_metal.h	70		ezwErrors ZwSheetMetalTwistFlangeDataInit(ezwTwistFlangeMethod method, szwEntityHandle edgeHandle, szwTwistFlangeData *data)
ZwSheetMetalTwistFlangeDataSet	zwapi_sheet_metal.h	79		ezwErrors ZwSheetMetalTwistFlangeDataSet(szwEntityHandle twistFlangeHandle, szwTwistFlangeData data)
ZwSimplifiedWrapCreate	zwapi_dataexchange.h	60		ezwErrors ZwSimplifiedWrapCreate(szwSimplifiedWrapData data, szwEntityHandle *feature)
ZwSimplifiedWrapDataInit	zwapi_dataexchange.h	57		ezwErrors ZwSimplifiedWrapDataInit(szwSimplifiedWrapData *data)
ZwSketch2DCurveListGet	zwapi_sketch_general.h	42		ezwErrors ZwSketch2DCurveListGet(const szwEntityHandle *sketchHandle, int *countGeometry, szwEntityHandle **geometryList)
ZwSketch3DCreate	zwapi_sketch_3d.h	14		ezwErrors ZwSketch3DCreate(szwEntityHandle *sketch3d)
ZwSketch3DCurveListGet	zwapi_sketch_3d.h	20		ezwErrors ZwSketch3DCurveListGet(szwEntityHandle sketch, int *count, szwEntityHandle **curves)
ZwSketch3DDimensionListGet	zwapi_sketch_3d.h	27		ezwErrors ZwSketch3DDimensionListGet(const szwEntityHandle *sketch3dHandle, int *count, szwEntityHandle **dimensionList)
ZwSketch3DDimensionValueEdit	zwapi_sketch_3d.h	30		ezwErrors ZwSketch3DDimensionValueEdit(szwEntityHandle handle, szwSketch3DDimensionEditValue data)
ZwSketch3DFilletCreate	zwapi_sketch_3d_wireframe.h	26		ezwErrors ZwSketch3DFilletCreate(szwCurveFilletData data, szwEntityHandle *handle)
ZwSketch3DFilletDataInit	zwapi_sketch_3d_wireframe.h	23		ezwErrors ZwSketch3DFilletDataInit(szwCurveFilletData *data)
ZwSketch3DLineCreate	zwapi_sketch_3d_wireframe.h	20		ezwErrors ZwSketch3DLineCreate(szwLineData data, szwEntityHandle *handle)
ZwSketch3DLineDataInit	zwapi_sketch_3d_wireframe.h	14		ezwErrors ZwSketch3DLineDataInit(szwLineData *data)
ZwSketchActivate	zwapi_sketch_general.h	33		ezwErrors ZwSketchActivate(const szwEntityHandle *sketchHandle, int updateGUI)
ZwSketchAngularDimensionCreate	zwapi_sketch_dimension.h	23		ezwErrors ZwSketchAngularDimensionCreate(ezwSketchAngularDimensionType angularType, int count, const szwSketchDimensionPoint *dimensionPoint, const szwPoint2 *textPoint, double dimensionValue, szwEntityHandle *dimensionHandle)
ZwSketchArcCreateByThreePoints	zwapi_sketch_wireframe.h	19		ezwErrors ZwSketchArcCreateByThreePoints(szwSketchArcCreateByThreePoints data, szwEntityHandle *entity)
ZwSketchArcCreateByThreePointsInit	zwapi_sketch_wireframe.h	13		ezwErrors ZwSketchArcCreateByThreePointsInit(szwSketchArcCreateByThreePoints *data)
ZwSketchArcLengthDimensionCreate	zwapi_sketch_dimension.h	29		ezwErrors ZwSketchArcLengthDimensionCreate(szwEntityHandle arcHandle, const szwPoint2 *textPoint, double dimensionValue, szwEntityHandle *dimensionHandle)
ZwSketchCancel	zwapi_sketch_general.h	39		ezwErrors ZwSketchCancel()
ZwSketchCircleCreateByRadius	zwapi_sketch_wireframe.h	25		ezwErrors ZwSketchCircleCreateByRadius(szwSketchCircleCreateByRadius data, szwEntityHandle *entity)
ZwSketchCircleCreateByRadiusInit	zwapi_sketch_wireframe.h	22		ezwErrors ZwSketchCircleCreateByRadiusInit(szwSketchCircleCreateByRadius *data)
ZwSketchConstraintSolve	zwapi_sketch_constraint.h	13		ezwErrors ZwSketchConstraintSolve()
ZwSketchConstraintStateGet	zwapi_sketch_constraint.h	32		ezwErrors ZwSketchConstraintStateGet(szwEntityHandle constraint, ezwSketchConstraintState *state)
ZwSketchConstraintStatusDataFree	zwapi_sketch_constraint.h	23		ezwErrors ZwSketchConstraintStatusDataFree(szwSketchGeometryConstraintData *geometryData)
ZwSketchConstraintStatusGet	zwapi_sketch_constraint.h	20		ezwErrors ZwSketchConstraintStatusGet(int solveConstraints, int *status, szwSketchGeometryConstraintData *geometryData)
ZwSketchCosmeticHatchAttributeGet	zwapi_sketch_cosmetic.h	19		ezwErrors ZwSketchCosmeticHatchAttributeGet(szwEntityHandle cosmeticSketch, szwSketchHatchAttribute *attribute)
ZwSketchCosmeticHatchAttributeSet	zwapi_sketch_cosmetic.h	22		ezwErrors ZwSketchCosmeticHatchAttributeSet(szwEntityHandle cosmeticSketch, szwSketchHatchAttribute attribute)
ZwSketchCosmeticHatchListGet	zwapi_sketch_cosmetic.h	13		ezwErrors ZwSketchCosmeticHatchListGet(szwEntityHandle cosmeticSketch, int *count, szwEntityHandle **hatchList)
ZwSketchCreateByData	zwapi_sketch_general.h	30		ezwErrors ZwSketchCreateByData(szwSketchData sketchData, szwEntityHandle *sketch)
ZwSketchCreateByDataInit	zwapi_sketch_general.h	27		ezwErrors ZwSketchCreateByDataInit(szwSketchData *sketchData)
ZwSketchCreateByMatrix	zwapi_sketch_general.h	21		ezwErrors ZwSketchCreateByMatrix(szwMatrix matrix, szwEntityHandle *sketchHandle)
ZwSketchCurveEquationAdd	zwapi_sketch_wireframe.h	80		ezwErrors ZwSketchCurveEquationAdd(const zwString64 newEquationName, szw2DCurveEquationData newData)
ZwSketchCurveEquationDataGetByName	zwapi_sketch_wireframe.h	71		ezwErrors ZwSketchCurveEquationDataGetByName(const char *equationName, szw2DCurveEquationData *data)
ZwSketchCurveEquationDelete	zwapi_sketch_wireframe.h	83		ezwErrors ZwSketchCurveEquationDelete(const zwString64 equationName)
ZwSketchCurveEquationNameListGet	zwapi_sketch_wireframe.h	68		ezwErrors ZwSketchCurveEquationNameListGet(int *count, zwString64 **equationList)
ZwSketchCurveEquationRename	zwapi_sketch_wireframe.h	77		ezwErrors ZwSketchCurveEquationRename(const zwString64 oldEquationName, const zwString64 newEquationName)
ZwSketchCurveEquationSet	zwapi_sketch_wireframe.h	74		ezwErrors ZwSketchCurveEquationSet(const zwString64 equationName, szw2DCurveEquationData newData)
ZwSketchDimensionGeometryListGet	zwapi_sketch_dimension.h	45		ezwErrors ZwSketchDimensionGeometryListGet(szwEntityHandle dimension, int *count, szwEntityHandle **geometryList)
ZwSketchDimensionListGet	zwapi_sketch_dimension.h	38		ezwErrors ZwSketchDimensionListGet(int *count, szwEntityHandle **dimensionList)
ZwSketchDimensionPointGet	zwapi_sketch_dimension.h	54		ezwErrors ZwSketchDimensionPointGet(szwEntityHandle dimensionHandle, int *count, szwSketchDimensionPoint **dimensionPoints)
ZwSketchDimensionReferenceStateGet	zwapi_sketch_dimension.h	60		ezwErrors ZwSketchDimensionReferenceStateGet(szwEntityHandle dimension, int *state)
ZwSketchDimensionReferenceStateSet	zwapi_sketch_dimension.h	66		ezwErrors ZwSketchDimensionReferenceStateSet(int count, const szwEntityHandle *dimensions, int state)
ZwSketchDimensionTypeGet	zwapi_sketch_dimension.h	51		ezwErrors ZwSketchDimensionTypeGet(szwEntityHandle dimensionHandle, ezwSketchDimensionType *type, int *subtype)
ZwSketchDimensionWeakCheck	zwapi_sketch_dimension.h	57		ezwErrors ZwSketchDimensionWeakCheck(szwEntityHandle dimensionHandle, int *isWeak)
ZwSketchEquationCurveCreate	zwapi_sketch_wireframe.h	55		ezwErrors ZwSketchEquationCurveCreate(szwEquation2DCurveData data, szwEntityHandle *equationCurve)
ZwSketchEquationCurveDataGet	zwapi_sketch_wireframe.h	62		ezwErrors ZwSketchEquationCurveDataGet(szwEntityHandle equationCurve, szwEquation2DCurveData *data)
ZwSketchEquationCurveDataSet	zwapi_sketch_wireframe.h	65		ezwErrors ZwSketchEquationCurveDataSet(szwEntityHandle equationCurve, szwEquation2DCurveData data)
ZwSketchGeneralTableListGet	zwapi_sketch_general.h	51		ezwErrors ZwSketchGeneralTableListGet(const szwEntityHandle *sketchHandle, int *count, szwEntityHandle **tableList)
ZwSketchGeometryConstraintListGet	zwapi_sketch_constraint.h	26		ezwErrors ZwSketchGeometryConstraintListGet(szwEntityHandle geometry, int *count, szwEntityHandle **constraintList)
ZwSketchGeometryDimensionListGet	zwapi_sketch_dimension.h	48		ezwErrors ZwSketchGeometryDimensionListGet(szwEntityHandle geometry, int *count, szwEntityHandle **dimensionList)
ZwSketchGlobalLineAttributeGet	zwapi_sketch_wireframe.h	104		ezwErrors ZwSketchGlobalLineAttributeGet(szwSketchLineAttribute *attribute)
ZwSketchGlobalLineAttributeSet	zwapi_sketch_wireframe.h	101		ezwErrors ZwSketchGlobalLineAttributeSet(szwSketchLineAttribute attribute)
ZwSketchGlobalPointAttributeGet	zwapi_sketch_wireframe.h	92		ezwErrors ZwSketchGlobalPointAttributeGet(szwSketchPointAttribute *attribute)
ZwSketchGlobalPointAttributeSet	zwapi_sketch_wireframe.h	86		ezwErrors ZwSketchGlobalPointAttributeSet(szwSketchPointAttribute attribute)
ZwSketchHatchBoundaryListGet	zwapi_sketch_cosmetic.h	31		ezwErrors ZwSketchHatchBoundaryListGet(szwEntityHandle hatch, int *count, szwEntityHandle **boundaryList)
ZwSketchHatchDiscreteDataFree	zwapi_sketch_cosmetic.h	28		ezwErrors ZwSketchHatchDiscreteDataFree(szwSketchHatchDiscreteData *data)
ZwSketchHatchDiscreteDataGet	zwapi_sketch_cosmetic.h	25		ezwErrors ZwSketchHatchDiscreteDataGet(szwEntityHandle hatch, szwSketchHatchDiscreteData *data)
ZwSketchInsertHomologousPlaneListGet	zwapi_sketch_general.h	69		ezwErrors ZwSketchInsertHomologousPlaneListGet(szwEntityHandle sketch, int *count, szwEntityHandle **planes)
ZwSketchInsertPlaneGet	zwapi_sketch_general.h	66		ezwErrors ZwSketchInsertPlaneGet(szwEntityHandle sketch, szwEntityHandle *plane)
ZwSketchLineAttributeGet	zwapi_sketch_wireframe.h	110		ezwErrors ZwSketchLineAttributeGet(szwEntityHandle line, szwSketchLineAttribute *attribute)
ZwSketchLineAttributeSet	zwapi_sketch_wireframe.h	107		ezwErrors ZwSketchLineAttributeSet(int count, const szwEntityHandle *lineList, szwSketchLineAttribute attribute)
ZwSketchLineCreateBy2DPoints	zwapi_sketch_wireframe.h	28		ezwErrors ZwSketchLineCreateBy2DPoints(szwPoint2 startPoint, szwPoint2 endPoint, szwEntityHandle *lineHandle)
ZwSketchLinearDimensionCreate	zwapi_sketch_dimension.h	14		ezwErrors ZwSketchLinearDimensionCreate(ezwSketchLinearDimensionType linearType, szwSketchDimensionPoint dimensionPoint1, szwSketchDimensionPoint dimensionPoint2, const szwPoint2 *textPoint, double dimensionValue, szwEntityHandle *dimensionHandle)
ZwSketchLinearOffsetDimensionCreate	zwapi_sketch_dimension.h	20		ezwErrors ZwSketchLinearOffsetDimensionCreate(ezwSketchLinearOffsetDimensionType linearOffsetType, szwSketchDimensionPoint dimensionPoint1, szwSketchDimensionPoint dimensionPoint2, const szwPoint2 *textPoint, double dimensionValue, szwEntityHandle *dimensionHandle)
ZwSketchListGet	zwapi_sketch_general.h	15		ezwErrors ZwSketchListGet(int *countSketch, szwEntityHandle **sketchList)
ZwSketchPatternConstraintDataGet	zwapi_sketch_constraint.h	29		ezwErrors ZwSketchPatternConstraintDataGet(szwEntityHandle constraint, szwSketchPatternData *patternData)
ZwSketchPerimeterDimensionCreate	zwapi_sketch_dimension.h	35		ezwErrors ZwSketchPerimeterDimensionCreate(szwPerimeterDimensionData data, szwEntityHandle *dimensionHandle)
ZwSketchPointAttributeGet	zwapi_sketch_wireframe.h	98		ezwErrors ZwSketchPointAttributeGet(szwEntityHandle point, szwSketchPointAttribute *attribute)
ZwSketchPointAttributeSet	zwapi_sketch_wireframe.h	95		ezwErrors ZwSketchPointAttributeSet(int count, const szwEntityHandle *pointList, szwSketchPointAttribute attribute)
ZwSketchRadialDimensionCreate	zwapi_sketch_dimension.h	26		ezwErrors ZwSketchRadialDimensionCreate(ezwSketchRadialDimensionType radialType, szwEntityHandle arcHandle, const szwPoint2 *textPoint, double dimensionValue, szwEntityHandle *dimensionHandle)
ZwSketchReadyTextCreate	zwapi_sketch_wireframe.h	34		ezwErrors ZwSketchReadyTextCreate(szwReadyTextCreate data, szwEntityHandle *entityHandle)
ZwSketchReadyTextCreateInit	zwapi_sketch_wireframe.h	31		ezwErrors ZwSketchReadyTextCreateInit(ezwReadyTextMethods method, szwReadyTextCreate *data)
ZwSketchReadyTextDataGet	zwapi_sketch_wireframe.h	49		ezwErrors ZwSketchReadyTextDataGet(szwEntityHandle readyTextHandle, szwReadyText *readyText)
ZwSketchReadyTextOutlineListGet	zwapi_sketch_wireframe.h	52		ezwErrors ZwSketchReadyTextOutlineListGet(szwEntityHandle readyTextHandle, int *count, szwEntityHandle **outlines)
ZwSketchRelocateDataFree	zwapi_sketch_general.h	60		ezwErrors ZwSketchRelocateDataFree(szwSketchRelocateData *relocateData)
ZwSketchRelocateDataGet	zwapi_sketch_general.h	57		ezwErrors ZwSketchRelocateDataGet(szwEntityHandle sketchHandle, szwSketchRelocateData *relocateData)
ZwSketchRelocateDataInit	zwapi_sketch_general.h	54		ezwErrors ZwSketchRelocateDataInit(szwSketchRelocateData *relocateData)
ZwSketchRelocateDataSet	zwapi_sketch_general.h	63		ezwErrors ZwSketchRelocateDataSet(szwEntityHandle sketchHandle, szwSketchRelocateData relocateData)
ZwSketchSlotCreate	zwapi_sketch_wireframe.h	40		ezwErrors ZwSketchSlotCreate(szwSlotCreate data, int *count, szwEntityHandle **entityHandleList)
ZwSketchSlotCreateInit	zwapi_sketch_wireframe.h	37		ezwErrors ZwSketchSlotCreateInit(ezwSlotMethod method, szwSlotCreate *data)
ZwSketchSymbolImageCreate	zwapi_sketch_dimension.h	69		ezwErrors ZwSketchSymbolImageCreate(szwSymbolImage data, int embed, szwEntityHandle *imageHandle)
ZwSketchSymbolImageInit	zwapi_sketch_dimension.h	77		ezwErrors ZwSketchSymbolImageInit(szwSymbolImage *data)
ZwSketchSymbolImageListGet	zwapi_sketch_dimension.h	74		ezwErrors ZwSketchSymbolImageListGet(int *count, szwEntityHandle **imageList)
ZwSketchSymmetryDimensionCreate	zwapi_sketch_dimension.h	32		ezwErrors ZwSketchSymmetryDimensionCreate(ezwSketchSymmetryDimensionType symmetryType, szwSketchDimensionPoint dimensionPoint, szwEntityHandle centerLineHandle, const szwPoint2 *textPoint, double dimensionValue, int autoSwitch, szwEntityHandle *dimensionHandle)
ZwSketchTextDiscreteDataFree	zwapi_sketch_general.h	75		ezwErrors ZwSketchTextDiscreteDataFree(szwSketchTextDiscreteData *data)
ZwSketchTextDiscreteDataGet	zwapi_sketch_general.h	72		ezwErrors ZwSketchTextDiscreteDataGet(szwEntityHandle textHandle, szwSketchTextDiscreteData *data)
ZwSketchTextListGet	zwapi_sketch_general.h	48		ezwErrors ZwSketchTextListGet(const szwEntityHandle *sketchHandle, int *textCount, szwEntityHandle **textHandles)
ZwStandardAttributeDateSet	zwapi_attribute.h	48		ezwErrors ZwStandardAttributeDateSet(ezwDateFormat dateFormat)
ZwStandardAttributeGet	zwapi_attribute.h	39		ezwErrors ZwStandardAttributeGet(ezwStandardAttributeItem attributeItem, int size, char *attribute)
ZwStandardAttributeSet	zwapi_attribute.h	45		ezwErrors ZwStandardAttributeSet(ezwStandardAttributeItem attributeItem, const char *attribute)
ZwStandardAttributeSheetObjectGet	zwapi_attribute.h	54		ezwErrors ZwStandardAttributeSheetObjectGet(int nPathBytes, char *filePath)
ZwStandardAttributeSheetObjectSet	zwapi_attribute.h	51		ezwErrors ZwStandardAttributeSheetObjectSet(zwPath filePath)
ZwSurfaceDataFree	zwapi_face.h	25		ezwErrors ZwSurfaceDataFree(szwSurface *data)
ZwSymbolAttributeArrowheadsExtenderLineGet	zwapi_symbol_attribute.h	35		ezwErrors ZwSymbolAttributeArrowheadsExtenderLineGet(const szwSymbolAttribute *symbolAttribute, int *isShowExtenderLine)
ZwSymbolAttributeArrowheadsExtenderLineSet	zwapi_symbol_attribute.h	42		ezwErrors ZwSymbolAttributeArrowheadsExtenderLineSet(szwSymbolAttribute *symbolAttribute, int isShowExtenderLine)
ZwSymbolAttributeArrowheadsExtenderLineSizeGet	zwapi_symbol_attribute.h	45		ezwErrors ZwSymbolAttributeArrowheadsExtenderLineSizeGet(const szwSymbolAttribute *symbolAttribute, double *extenderLineSize)
ZwSymbolAttributeArrowheadsExtenderLineSizeSet	zwapi_symbol_attribute.h	48		ezwErrors ZwSymbolAttributeArrowheadsExtenderLineSizeSet(szwSymbolAttribute *symbolAttribute, double extenderLineSize)
ZwSymbolAttributeArrowheadsSizeGet	zwapi_symbol_attribute.h	51		ezwErrors ZwSymbolAttributeArrowheadsSizeGet(const szwSymbolAttribute *symbolAttribute, double *arrowheadsSize)
ZwSymbolAttributeArrowheadsSizeSet	zwapi_symbol_attribute.h	54		ezwErrors ZwSymbolAttributeArrowheadsSizeSet(szwSymbolAttribute *symbolAttribute, double arrowheadsSize)
ZwSymbolAttributeArrowheadsTypeGet	zwapi_symbol_attribute.h	57		ezwErrors ZwSymbolAttributeArrowheadsTypeGet(const szwSymbolAttribute *symbolAttribute, ezwSymbolArrowheadsType *arrowheadsType)
ZwSymbolAttributeArrowheadsTypeSet	zwapi_symbol_attribute.h	60		ezwErrors ZwSymbolAttributeArrowheadsTypeSet(szwSymbolAttribute *symbolAttribute, ezwSymbolArrowheadsType arrowheadsType)
ZwSymbolAttributeFree	zwapi_symbol_attribute.h	20		ezwErrors ZwSymbolAttributeFree(szwSymbolAttribute **symbolAttribute)
ZwSymbolAttributeGet	zwapi_symbol_attribute.h	26		ezwErrors ZwSymbolAttributeGet(szwEntityHandle symbol, szwSymbolAttribute **symbolAttribute)
ZwSymbolAttributeInit	zwapi_symbol_attribute.h	14		ezwErrors ZwSymbolAttributeInit(ezwSymbolType symbolType, ezwAttributeEnvironment symbolEnvironment, szwSymbolAttribute **symbolAttribute)
ZwSymbolAttributeLeaderColorGet	zwapi_symbol_attribute.h	87		ezwErrors ZwSymbolAttributeLeaderColorGet(const szwSymbolAttribute *symbolAttribute, szwColor *leaderColor)
ZwSymbolAttributeLeaderColorSet	zwapi_symbol_attribute.h	90		ezwErrors ZwSymbolAttributeLeaderColorSet(szwSymbolAttribute *symbolAttribute, szwColor leaderColor)
ZwSymbolAttributeLeaderStyleGet	zwapi_symbol_attribute.h	93		ezwErrors ZwSymbolAttributeLeaderStyleGet(const szwSymbolAttribute *symbolAttribute, ezwLineType *leaderStyle)
ZwSymbolAttributeLeaderStyleSet	zwapi_symbol_attribute.h	96		ezwErrors ZwSymbolAttributeLeaderStyleSet(szwSymbolAttribute *symbolAttribute, ezwLineType leaderStyle)
ZwSymbolAttributeLeaderWidthGet	zwapi_symbol_attribute.h	99		ezwErrors ZwSymbolAttributeLeaderWidthGet(const szwSymbolAttribute *symbolAttribute, ezwLineWidth *leaderWidth)
ZwSymbolAttributeLeaderWidthSet	zwapi_symbol_attribute.h	102		ezwErrors ZwSymbolAttributeLeaderWidthSet(szwSymbolAttribute *symbolAttribute, ezwLineWidth leaderWidth)
ZwSymbolAttributeSet	zwapi_symbol_attribute.h	32		ezwErrors ZwSymbolAttributeSet(szwEntityHandle symbol, const szwSymbolAttribute *symbolAttribute)
ZwSymbolAttributeSymbolColorGet	zwapi_symbol_attribute.h	105		ezwErrors ZwSymbolAttributeSymbolColorGet(const szwSymbolAttribute *symbolAttribute, szwColor *symbolColor)
ZwSymbolAttributeSymbolColorSet	zwapi_symbol_attribute.h	109		ezwErrors ZwSymbolAttributeSymbolColorSet(szwSymbolAttribute *symbolAttribute, szwColor symbolColor)
ZwSymbolAttributeSymbolStyleGet	zwapi_symbol_attribute.h	112		ezwErrors ZwSymbolAttributeSymbolStyleGet(const szwSymbolAttribute *symbolAttribute, ezwLineType *symbolStyle)
ZwSymbolAttributeSymbolStyleSet	zwapi_symbol_attribute.h	115		ezwErrors ZwSymbolAttributeSymbolStyleSet(szwSymbolAttribute *symbolAttribute, ezwLineType symbolStyle)
ZwSymbolAttributeSymbolWidthGet	zwapi_symbol_attribute.h	118		ezwErrors ZwSymbolAttributeSymbolWidthGet(const szwSymbolAttribute *symbolAttribute, ezwLineWidth *symbolWidth)
